,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_med_w01_t01,1781704975000,1781705580536,4.000586,392.733142,1086832640,hu-worker-c42,605536,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_med_w01_t02,1781704975000,1781705581894,4.000409,392.762035,1086783488,hu-worker-c45,606894,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_med_w01_t03,1781704975000,1781705580537,4.000238,377.845986,1086894080,hu-worker-c40,605537,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_med_w01_t04,1781704976000,1781705581895,3.999911,376.533655,1086853120,hu-worker-c44,605895,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_med_w02_t01,1781705583000,1781706189744,4.000299,374.309153,1086771200,hu-worker-c44,606744,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_med_w02_t02,1781705583000,1781706189746,4.000146,381.450919,1086840832,hu-worker-c40,606746,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_med_w02_t03,1781705583000,1781706189746,4.001195,372.85279,1086881792,hu-worker-c42,606746,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_med_w02_t04,1781705583000,1781706187734,4.000642,387.580105,1086906368,hu-worker-c45,604734,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_med_w03_t01,1781706191000,1781706795714,4.000428,387.860509,1086857216,hu-worker-c45,604714,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_med_w03_t02,1781706191000,1781706797078,4.000042,394.272259,1086844928,hu-worker-c40,606078,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_med_w03_t03,1781706191000,1781706797080,4.000473,399.704038,1086783488,hu-worker-c42,606080,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_med_w03_t04,1781706191000,1781706797080,3.9999,385.82132,1086951424,hu-worker-c44,606080,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_med_w04_t03,1781706798000,1781707403648,4.000128,388.720302,1086918656,hu-worker-c40,605648,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_med_w04_t04,1781706798000,1781707403649,3.999901,399.440123,1086853120,hu-worker-c44,605649,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_med_w04_t01,1781706799000,1781707403646,3.999965,375.206549,1086935040,hu-worker-c45,604646,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_med_w04_t02,1781706799000,1781707403648,4.000619,380.286105,1086943232,hu-worker-c42,604648,Intel Xeon Silver 4314
