,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_high_w01_t01,1781732747000,1781733354999,4.000697,380.654831,2162548736,hu-worker-c44,607999,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_high_w01_t02,1781732747000,1781733352701,4.00046,387.795568,2162520064,hu-worker-c45,605701,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_high_w01_t03,1781732747000,1781733352703,3.999781,388.46688,2162565120,hu-worker-c42,605703,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_high_w01_t04,1781732747000,1781733356358,3.999874,389.884704,2162565120,hu-worker-c40,609358,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_high_w02_t01,1781733358000,1781733963650,4.000078,364.685685,2162655232,hu-worker-c45,605650,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_high_w02_t02,1781733358000,1781733964810,4.000607,399.67112,2162487296,hu-worker-c44,606810,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_high_w02_t03,1781733358000,1781733967181,4.0004,376.959859,2162483200,hu-worker-c40,609181,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_high_w02_t04,1781733358000,1781733964811,4.000266,383.476935,2162479104,hu-worker-c42,606811,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_high_w03_t01,1781733969000,1781734577287,3.999497,392.267349,2162511872,hu-worker-c42,608287,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_high_w03_t02,1781733969000,1781734574404,3.999994,391.802699,2162520064,hu-worker-c45,605404,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_high_w03_t03,1781733969000,1781734574405,4.000748,386.292179,2162524160,hu-worker-c44,605405,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_high_w03_t04,1781733969000,1781734577288,4.00052,387.607286,2162503680,hu-worker-c40,608288,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_high_w04_t01,1781734579000,1781735184763,4.000197,397.775872,2162511872,hu-worker-c45,605763,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_high_w04_t02,1781734579000,1781735188180,4.000341,382.657937,2162585600,hu-worker-c40,609180,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_high_w04_t03,1781734579000,1781735187032,4.00013,385.848841,2162491392,hu-worker-c42,608032,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_high_w04_t04,1781734579000,1781735187033,4.000271,367.519666,2162544640,hu-worker-c44,608033,Intel Xeon Silver 4314
