,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_med_mem_med_w01_t01,1781749393000,1781749999883,2.000204,195.646514,1086676992,hu-worker-c45,606883,Intel Xeon Silver 4314
1,ichnos_cpu_med_mem_med_w01_t02,1781749393000,1781749998525,1.999835,188.57966,1086705664,hu-worker-c40,605525,Intel Xeon Silver 4314
2,ichnos_cpu_med_mem_med_w01_t03,1781749393000,1781749998526,1.999961,196.053863,1086758912,hu-worker-c44,605526,Intel Xeon Silver 4314
3,ichnos_cpu_med_mem_med_w01_t04,1781749393000,1781749998527,1.999913,199.623106,1086750720,hu-worker-c42,605527,Intel Xeon Silver 4314
4,ichnos_cpu_med_mem_med_w02_t01,1781750001000,1781750606301,2.000019,188.263532,1086783488,hu-worker-c44,605301,Intel Xeon Silver 4314
5,ichnos_cpu_med_mem_med_w02_t02,1781750001000,1781750606302,2.000128,196.312445,1086799872,hu-worker-c42,605302,Intel Xeon Silver 4314
6,ichnos_cpu_med_mem_med_w02_t03,1781750001000,1781750606303,2.000076,189.409711,1086738432,hu-worker-c40,605303,Intel Xeon Silver 4314
7,ichnos_cpu_med_mem_med_w02_t04,1781750001000,1781750607658,2.000104,190.061806,1086730240,hu-worker-c45,606658,Intel Xeon Silver 4314
8,ichnos_cpu_med_mem_med_w03_t01,1781750609000,1781751216007,2.000071,176.556054,1086738432,hu-worker-c42,607007,Intel Xeon Silver 4314
9,ichnos_cpu_med_mem_med_w03_t02,1781750609000,1781751216008,1.997865,177.740261,1086627840,hu-worker-c44,607008,Intel Xeon Silver 4314
10,ichnos_cpu_med_mem_med_w03_t03,1781750609000,1781751214399,2.00015,199.945968,1086685184,hu-worker-c45,605399,Intel Xeon Silver 4314
11,ichnos_cpu_med_mem_med_w03_t04,1781750609000,1781751216009,1.999913,199.94227,1086705664,hu-worker-c40,607009,Intel Xeon Silver 4314
12,ichnos_cpu_med_mem_med_w04_t02,1781751217000,1781751822971,2.000198,193.009586,1086685184,hu-worker-c40,605971,Intel Xeon Silver 4314
13,ichnos_cpu_med_mem_med_w04_t04,1781751217000,1781751822972,1.999872,193.525531,1086758912,hu-worker-c42,605972,Intel Xeon Silver 4314
14,ichnos_cpu_med_mem_med_w04_t01,1781751218000,1781751824419,1.999827,187.247743,1086754816,hu-worker-c45,606419,Intel Xeon Silver 4314
15,ichnos_cpu_med_mem_med_w04_t03,1781751218000,1781751824421,1.999752,186.739905,1086705664,hu-worker-c44,606421,Intel Xeon Silver 4314
