test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.95,12.13,40.90
CPUStress,32,10,60.17,12.15,39.40
CPUStress,32,20,69.40,12.32,39.80
CPUStress,32,30,77.04,12.34,40.30
CPUStress,32,40,83.33,12.22,41.10
CPUStress,32,50,89.73,12.35,42.10
CPUStress,32,60,94.27,12.17,43.60
CPUStress,32,70,99.27,12.27,46.20
CPUStress,32,80,104.48,12.53,46.30
CPUStress,32,90,104.94,12.10,47.80
CPUStress,32,100,104.78,11.88,48.80
ipsec,32,100,114.21,11.78,50.00
VMStress,32,100,99.33,34.07,47.10
maximize,32,100,105.90,18.01,49.20
