test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,52.12,11.80,42.00
CPUStress,32,10,68.76,12.09,41.10
CPUStress,32,20,80.19,12.09,41.20
CPUStress,32,30,89.51,12.09,42.00
CPUStress,32,40,97.37,12.17,43.90
CPUStress,32,50,106.30,12.43,46.10
CPUStress,32,60,112.50,12.46,47.00
CPUStress,32,70,115.58,12.28,49.60
CPUStress,32,80,121.05,12.31,50.00
CPUStress,32,90,124.57,12.23,51.10
CPUStress,32,100,125.95,12.11,52.10
ipsec,32,100,136.82,12.01,53.00
VMStress,32,100,116.54,34.45,51.10
maximize,32,100,125.07,18.70,53.00
