test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.24,11.82,40.80
CPUStress,32,10,60.15,12.20,39.50
CPUStress,32,20,69.55,12.23,39.00
CPUStress,32,30,78.38,12.28,40.30
CPUStress,32,40,83.69,12.19,40.70
CPUStress,32,50,89.55,12.24,41.80
CPUStress,32,60,95.68,12.48,43.60
CPUStress,32,70,98.28,12.27,45.40
CPUStress,32,80,103.91,12.52,47.10
CPUStress,32,90,103.52,12.14,47.40
CPUStress,32,100,106.25,12.18,48.30
ipsec,32,100,111.54,11.65,49.50
VMStress,32,100,100.19,34.41,47.30
maximize,32,100,105.46,18.14,48.70
