test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.51,12.19,41.50
CPUStress,32,10,66.61,12.22,40.80
CPUStress,32,20,79.86,12.33,39.00
CPUStress,32,30,89.16,12.30,40.70
CPUStress,32,40,97.78,12.41,41.30
CPUStress,32,50,105.19,12.38,41.90
CPUStress,32,60,112.87,12.57,45.30
CPUStress,32,70,116.99,12.47,46.80
CPUStress,32,80,122.12,12.47,49.80
CPUStress,32,90,124.78,12.33,50.60
CPUStress,32,100,126.65,12.29,51.60
ipsec,32,100,136.97,11.94,52.50
VMStress,32,100,116.01,33.93,50.40
maximize,32,100,124.94,19.32,52.60
