test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.30,14.56,39.50
CPUStress,32,10,57.30,14.59,36.50
CPUStress,32,20,66.97,14.71,36.90
CPUStress,32,30,75.08,14.66,36.90
CPUStress,32,40,82.02,14.80,39.10
CPUStress,32,50,87.57,14.70,40.40
CPUStress,32,60,93.45,14.95,41.20
CPUStress,32,70,96.55,14.74,42.20
CPUStress,32,80,100.51,14.75,43.70
CPUStress,32,90,104.08,14.77,45.40
CPUStress,32,100,104.40,14.68,45.90
ipsec,32,100,113.78,14.53,47.20
VMStress,32,100,98.20,37.81,43.90
maximize,32,100,104.74,19.80,46.70
