test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.80,14.56,30.80
CPUStress,32,10,66.48,14.66,32.20
CPUStress,32,20,77.76,14.60,34.90
CPUStress,32,30,86.88,14.63,37.60
CPUStress,32,40,95.98,14.76,40.10
CPUStress,32,50,104.29,14.95,42.50
CPUStress,32,60,110.96,14.87,44.70
CPUStress,32,70,115.68,14.82,47.00
CPUStress,32,80,121.39,14.94,48.60
CPUStress,32,90,123.16,14.73,49.40
CPUStress,32,100,125.34,14.78,51.00
ipsec,32,100,136.91,14.54,52.00
VMStress,32,100,114.82,37.96,48.40
maximize,32,100,125.06,20.34,51.20
