test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.44,14.56,41.10
CPUStress,32,10,65.77,14.73,37.90
CPUStress,32,20,78.38,14.69,38.20
CPUStress,32,30,88.29,14.80,39.90
CPUStress,32,40,96.63,14.81,41.30
CPUStress,32,50,104.82,14.92,44.10
CPUStress,32,60,111.47,14.87,45.90
CPUStress,32,70,114.99,14.74,47.30
CPUStress,32,80,121.49,15.09,48.80
CPUStress,32,90,124.24,14.90,49.90
CPUStress,32,100,125.49,14.77,51.00
ipsec,32,100,136.80,14.55,51.90
VMStress,32,100,115.31,37.36,48.50
maximize,32,100,124.95,20.04,51.10
