test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.57,14.54,30.60
CPUStress,32,10,66.09,14.55,32.20
CPUStress,32,20,77.73,14.49,34.30
CPUStress,32,30,87.08,14.59,36.00
CPUStress,32,40,95.35,14.54,38.20
CPUStress,32,50,103.50,14.65,40.60
CPUStress,32,60,109.55,14.74,42.50
CPUStress,32,70,117.36,14.95,44.60
CPUStress,32,80,118.96,14.49,46.20
CPUStress,32,90,122.93,14.49,47.90
CPUStress,32,100,125.01,14.60,48.80
ipsec,32,100,136.38,14.08,51.00
VMStress,32,100,115.16,37.23,47.40
maximize,32,100,124.75,20.71,50.60
