start_ms,end_ms,duration_ms,start_time,end_time
1780855619000,1780855818000,199000,2026-06-07 18:06:59,2026-06-07 18:10:18
1780859575000,1780859578000,3000,2026-06-07 19:12:55,2026-06-07 19:12:58
1780859674000,1780859677000,3000,2026-06-07 19:14:34,2026-06-07 19:14:37
1780859761000,1780859764000,3000,2026-06-07 19:16:01,2026-06-07 19:16:04
1780859884000,1780859886000,2000,2026-06-07 19:18:04,2026-06-07 19:18:06
1780860028000,1780860030000,2000,2026-06-07 19:20:28,2026-06-07 19:20:30
1780860946000,1780860948000,2000,2026-06-07 19:35:46,2026-06-07 19:35:48
1780862034000,1780862036000,2000,2026-06-07 19:53:54,2026-06-07 19:53:56
1780862981000,1780862984000,3000,2026-06-07 20:09:41,2026-06-07 20:09:44
1780863132000,1780863134000,2000,2026-06-07 20:12:12,2026-06-07 20:12:14
1780863281000,1780863283000,2000,2026-06-07 20:14:41,2026-06-07 20:14:43
1780863371000,1780863377000,6000,2026-06-07 20:16:11,2026-06-07 20:16:17
1780863497000,1780863499000,2000,2026-06-07 20:18:17,2026-06-07 20:18:19
1780863651000,1780863653000,2000,2026-06-07 20:20:51,2026-06-07 20:20:53
1780864389000,1780864392000,3000,2026-06-07 20:33:09,2026-06-07 20:33:12
1780864534000,1780864537000,3000,2026-06-07 20:35:34,2026-06-07 20:35:37
1780865461000,1780865799000,338000,2026-06-07 20:51:01,2026-06-07 20:56:39
1780883195000,1780883842000,647000,2026-06-08 01:46:35,2026-06-08 01:57:22
1780883857000,1780883957000,100000,2026-06-08 01:57:37,2026-06-08 01:59:17
1780884032000,1780884118000,86000,2026-06-08 02:00:32,2026-06-08 02:01:58
