,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_low_mem_low_w01_t01,1782496243000,1782496848387,0.50097,46.362284,142766080,hu-worker-c40,605387,Intel Xeon Silver 4314
1,ichnos_cpu_low_mem_low_w01_t02,1782496243000,1782496846989,0.501097,47.014522,142761984,hu-worker-c42,603989,Intel Xeon Silver 4314
2,ichnos_cpu_low_mem_low_w01_t03,1782496243000,1782496846990,0.501425,48.735585,142802944,hu-worker-c44,603990,Intel Xeon Silver 4314
3,ichnos_cpu_low_mem_low_w01_t04,1782496243000,1782496848388,0.501169,47.729015,142786560,hu-worker-c45,605388,Intel Xeon Silver 4314
4,ichnos_cpu_low_mem_low_w02_t01,1782496850000,1782497455566,0.500706,47.859386,142884864,hu-worker-c42,605566,Intel Xeon Silver 4314
5,ichnos_cpu_low_mem_low_w02_t02,1782496850000,1782497455567,0.501972,48.639771,142770176,hu-worker-c40,605567,Intel Xeon Silver 4314
6,ichnos_cpu_low_mem_low_w02_t03,1782496850000,1782497455567,0.500809,46.522009,142757888,hu-worker-c44,605567,Intel Xeon Silver 4314
7,ichnos_cpu_low_mem_low_w02_t04,1782496850000,1782497455567,0.500904,47.475115,142839808,hu-worker-c45,605567,Intel Xeon Silver 4314
8,ichnos_cpu_low_mem_low_w03_t01,1782497457000,1782498062600,0.500722,49.98559,142856192,hu-worker-c42,605600,Intel Xeon Silver 4314
9,ichnos_cpu_low_mem_low_w03_t03,1782497457000,1782498062601,0.501073,47.258161,142815232,hu-worker-c44,605601,Intel Xeon Silver 4314
10,ichnos_cpu_low_mem_low_w03_t02,1782497458000,1782498062601,0.501161,49.980038,142794752,hu-worker-c45,604601,Intel Xeon Silver 4314
11,ichnos_cpu_low_mem_low_w03_t04,1782497458000,1782498062602,0.500932,47.407969,142757888,hu-worker-c40,604602,Intel Xeon Silver 4314
12,ichnos_cpu_low_mem_low_w04_t01,1782498064000,1782498669027,0.501646,48.201816,142745600,hu-worker-c45,605027,Intel Xeon Silver 4314
13,ichnos_cpu_low_mem_low_w04_t02,1782498064000,1782498669028,0.501052,49.979354,142815232,hu-worker-c42,605028,Intel Xeon Silver 4314
14,ichnos_cpu_low_mem_low_w04_t03,1782498064000,1782498669029,0.501656,47.322584,142766080,hu-worker-c44,605029,Intel Xeon Silver 4314
15,ichnos_cpu_low_mem_low_w04_t04,1782498064000,1782498669324,0.502518,49.184428,142770176,hu-worker-c40,605324,Intel Xeon Silver 4314
