test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.10,10.43,40.20
CPUStress,32,10,61.10,10.51,39.90
CPUStress,32,20,72.01,10.54,39.00
CPUStress,32,30,82.57,10.78,40.40
CPUStress,32,40,90.64,10.78,41.30
CPUStress,32,50,96.58,10.83,43.00
CPUStress,32,60,102.41,10.93,45.20
CPUStress,32,70,106.65,10.90,45.50
CPUStress,32,80,111.79,11.17,46.90
CPUStress,32,90,115.22,11.10,47.80
CPUStress,32,100,116.29,11.00,49.20
ipsec,32,100,125.29,10.69,49.80
VMStress,32,100,107.35,32.05,47.50
maximize,32,100,115.26,17.06,49.50
