start_ms,end_ms,duration_ms,start_time,end_time
1772813088000,1772813090000,2000,2026-03-06 16:04:48,2026-03-06 16:04:50
1772813211000,1772814037000,826000,2026-03-06 16:06:51,2026-03-06 16:20:37
1772814049000,1772814056000,7000,2026-03-06 16:20:49,2026-03-06 16:20:56
1772814069000,1772814078000,9000,2026-03-06 16:21:09,2026-03-06 16:21:18
1772814090000,1772814096000,6000,2026-03-06 16:21:30,2026-03-06 16:21:36
1772814111000,1772814131000,20000,2026-03-06 16:21:51,2026-03-06 16:22:11
1772814141000,1772814147000,6000,2026-03-06 16:22:21,2026-03-06 16:22:27
1772814182000,1772814200000,18000,2026-03-06 16:23:02,2026-03-06 16:23:20
1772814406000,1772814423000,17000,2026-03-06 16:26:46,2026-03-06 16:27:03
1772814427000,1772814448000,21000,2026-03-06 16:27:07,2026-03-06 16:27:28
1772814477000,1772814526000,49000,2026-03-06 16:27:57,2026-03-06 16:28:46
1772814539000,1772814564000,25000,2026-03-06 16:28:59,2026-03-06 16:29:24
1772814590000,1772814599000,9000,2026-03-06 16:29:50,2026-03-06 16:29:59
1772814602000,1772814644000,42000,2026-03-06 16:30:02,2026-03-06 16:30:44
1772814978000,1772815005000,27000,2026-03-06 16:36:18,2026-03-06 16:36:45
1772815101000,1772815255000,154000,2026-03-06 16:38:21,2026-03-06 16:40:55
1772815827000,1772815873000,46000,2026-03-06 16:50:27,2026-03-06 16:51:13
1772815878000,1772815900000,22000,2026-03-06 16:51:18,2026-03-06 16:51:40
1772815909000,1772815980000,71000,2026-03-06 16:51:49,2026-03-06 16:53:00
1772816083000,1772816112000,29000,2026-03-06 16:54:43,2026-03-06 16:55:12
1772816174000,1772816201000,27000,2026-03-06 16:56:14,2026-03-06 16:56:41
1772816215000,1772816260000,45000,2026-03-06 16:56:55,2026-03-06 16:57:40
1772816307000,1772816328000,21000,2026-03-06 16:58:27,2026-03-06 16:58:48
1772816358000,1772818422000,2064000,2026-03-06 16:59:18,2026-03-06 17:33:42
