start_ms,end_ms,duration_ms,start_time,end_time
1772813090000,1772813211000,121000,2026-03-06 16:04:50,2026-03-06 16:06:51
1772814037000,1772814049000,12000,2026-03-06 16:20:37,2026-03-06 16:20:49
1772814056000,1772814069000,13000,2026-03-06 16:20:56,2026-03-06 16:21:09
1772814078000,1772814090000,12000,2026-03-06 16:21:18,2026-03-06 16:21:30
1772814096000,1772814111000,15000,2026-03-06 16:21:36,2026-03-06 16:21:51
1772814131000,1772814141000,10000,2026-03-06 16:22:11,2026-03-06 16:22:21
1772814147000,1772814182000,35000,2026-03-06 16:22:27,2026-03-06 16:23:02
1772814200000,1772814406000,206000,2026-03-06 16:23:20,2026-03-06 16:26:46
1772814423000,1772814427000,4000,2026-03-06 16:27:03,2026-03-06 16:27:07
1772814448000,1772814477000,29000,2026-03-06 16:27:28,2026-03-06 16:27:57
1772814526000,1772814539000,13000,2026-03-06 16:28:46,2026-03-06 16:28:59
1772814564000,1772814590000,26000,2026-03-06 16:29:24,2026-03-06 16:29:50
1772814599000,1772814602000,3000,2026-03-06 16:29:59,2026-03-06 16:30:02
1772814644000,1772814978000,334000,2026-03-06 16:30:44,2026-03-06 16:36:18
1772815005000,1772815101000,96000,2026-03-06 16:36:45,2026-03-06 16:38:21
1772815255000,1772815827000,572000,2026-03-06 16:40:55,2026-03-06 16:50:27
1772815873000,1772815878000,5000,2026-03-06 16:51:13,2026-03-06 16:51:18
1772815900000,1772815909000,9000,2026-03-06 16:51:40,2026-03-06 16:51:49
1772815980000,1772816083000,103000,2026-03-06 16:53:00,2026-03-06 16:54:43
1772816112000,1772816174000,62000,2026-03-06 16:55:12,2026-03-06 16:56:14
1772816201000,1772816215000,14000,2026-03-06 16:56:41,2026-03-06 16:56:55
1772816260000,1772816307000,47000,2026-03-06 16:57:40,2026-03-06 16:58:27
1772816328000,1772816358000,30000,2026-03-06 16:58:48,2026-03-06 16:59:18
