task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv);6ee94aa8420eac64b3329c357ae7f979;1;4338;2;4616;0
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);cb44f46c6103f701a07840ee4a503034;1;3147288982;3;1103;195
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa);8fd98c053f3d370764fac1159d48f858;2;4063383142;2;838278335;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1);cd8ff9d9ff3d3b964f97e66e62b234e1;2;2486687632;5;1905167;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP1);402e4fbfc5d3b83c9e8f872a20d23850;2;2486687632;9;2312208568;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2);fa4e38fe1413c9221a0b7370c4fd131f;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP2);7f643bae0e119a51220fed0f1d476f96;2;2486687632;9;2312208568;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3);ee5c099001f54b25fcd88e50a697eb14;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP3);c6125c6e6ae2a8509cad4df380307ede;2;2486687632;9;2312208570;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP1);0e30b358645c2a0bba3b3d29427178bd;2;2567359158;9;2387297872;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP2);ab4b852fddbc62bad246bfcf7f7bcf32;2;1718442970;9;1599947980;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1);27dd82569cdf261dc6c265c8e096c4dc;2;2567359158;5;1907226;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP3);8902ca431105f9894a65a4b96afc908d;2;2161934675;9;2012992411;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2);ed4c6e6ab0c879cd65ed180b2b36cb62;2;1718442970;5;1892125;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP1);4563ca30d12620bb8e6ad5545a1bd71b;2;2957126577;9;2751539898;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3);98f1ece540a4dbcfbf229b47b311f984;2;2161934675;5;1893413;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);d27da7d61da51798e59419b8fcaf2fe8;2;2957126577;5;1899809;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);463cf105750db57b08fe4ad72ed47790;2;2655690169;5;1900776;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);9779cbd4008feac9889b99b59e63ea18;2;2655690169;9;2468627416;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3);8d48957d5b790d4e8312c57fc304ba34;2;2497231368;5;1906041;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP1);b425713380ac00794ff0b0fdd502a6a9;2;3072941686;5;1888121;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP3);0c0cdb531b06322ae50496eb7061721c;2;2497231368;9;2323740985;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_1000_REP1);da58825a3624111d026e0c61943ec23b;2;3072941686;9;2861357913;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP2);79bf2569d98e5730e0a11c553df2efb5;2;3390020095;5;1919078;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP3);78da82f1f09988c28a5a2f0c4043c569;2;3146856483;5;1903351;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_1000_REP2);b66353789149ca4c4bbb50cfdb6426c1;2;3390020095;9;3154092384;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1);996b0b003db721abfd22d5685184aab2;2;2605453793;5;1902314;1
