,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_med_mem_med_w01_t02,1781710523000,1781711128808,2.000032,185.352504,1086832640,hu-worker-c45,605808,Intel Xeon Silver 4314
1,ichnos_cpu_med_mem_med_w01_t03,1781710523000,1781711129645,1.999752,194.608997,1086693376,hu-worker-c40,606645,Intel Xeon Silver 4314
2,ichnos_cpu_med_mem_med_w01_t04,1781710523000,1781711129646,2.000044,189.21475,1086734336,hu-worker-c44,606646,Intel Xeon Silver 4314
3,ichnos_cpu_med_mem_med_w01_t01,1781710524000,1781711128807,2.000178,189.690169,1086713856,hu-worker-c42,604807,Intel Xeon Silver 4314
4,ichnos_cpu_med_mem_med_w02_t01,1781711131000,1781711736644,2.000016,191.436455,1086705664,hu-worker-c44,605644,Intel Xeon Silver 4314
5,ichnos_cpu_med_mem_med_w02_t02,1781711131000,1781711736645,1.999915,185.93531,1086730240,hu-worker-c42,605645,Intel Xeon Silver 4314
6,ichnos_cpu_med_mem_med_w02_t03,1781711131000,1781711738009,1.999771,193.009989,1086820352,hu-worker-c40,607009,Intel Xeon Silver 4314
7,ichnos_cpu_med_mem_med_w02_t04,1781711131000,1781711738010,2.000232,191.243377,1086705664,hu-worker-c45,607010,Intel Xeon Silver 4314
8,ichnos_cpu_med_mem_med_w03_t01,1781711739000,1781712345248,2.00001,187.178047,1086689280,hu-worker-c44,606248,Intel Xeon Silver 4314
9,ichnos_cpu_med_mem_med_w03_t02,1781711739000,1781712345249,2.000014,187.722529,1086713856,hu-worker-c40,606249,Intel Xeon Silver 4314
10,ichnos_cpu_med_mem_med_w03_t03,1781711739000,1781712345250,2.000143,185.823517,1086685184,hu-worker-c42,606250,Intel Xeon Silver 4314
11,ichnos_cpu_med_mem_med_w03_t04,1781711739000,1781712345251,2.000085,189.586483,1086697472,hu-worker-c45,606251,Intel Xeon Silver 4314
12,ichnos_cpu_med_mem_med_w04_t01,1781712348000,1781712953527,2.000057,190.607763,1086791680,hu-worker-c44,605527,Intel Xeon Silver 4314
13,ichnos_cpu_med_mem_med_w04_t02,1781712348000,1781712954849,1.999855,194.089852,1086742528,hu-worker-c45,606849,Intel Xeon Silver 4314
14,ichnos_cpu_med_mem_med_w04_t03,1781712348000,1781712953528,2.000177,184.080839,1086656512,hu-worker-c40,605528,Intel Xeon Silver 4314
15,ichnos_cpu_med_mem_med_w04_t04,1781712348000,1781712953529,2.000152,192.648608,1086697472,hu-worker-c42,605529,Intel Xeon Silver 4314
