task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);4bbc03314ca4bd7ae2f1351d9c5441ae;1;3157608038;3;1248;27
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);381b996c7b899bb63229f463b8fa6491;1;142063633;2;8097915;7
NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);0e3803359c26a30cca1e0b195da315e6;1;853;2;1012;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);241fd911a3662f5f87f8dba19bd36843;2;455494428;5;1854428;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);4a75007960280a15c38b9bbc93e26b08;2;455494428;9;432412388;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);5d7df9583944c11978d04de45c496f6b;2;801187459;5;1876018;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);755f7fee783250f694a642c2547ef7ee;2;801187459;9;763883488;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);a004702a21865d1962f35257d8cb8d7b;2;3259653689;5;1916033;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);eecf711672af0e974d85bed9a13161c6;2;3259653689;9;3085456115;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);0e6307ee71c585dc3a8ac0db6f85901f;2;2696661891;9;2547019797;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);9585e947e7f2b9a4d514955a387e873e;2;2696661891;5;1916021;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP1_T1);9f1edc95273ebce42623cf16f2dfb8a4;2;2402740257;9;2240186401;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1);96eaafb582962c6f79f467ddd48596f8;2;2402740257;5;1916991;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1);9e9180fe221d3c0bcfe75306c6d62978;2;2286351475;5;1900224;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP2_T1);fb4ee20da08b4581d77afc65539debd2;2;2286351475;9;2148023871;2
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT;e45952598c6efe7aa3add9866771b6c3;1;8097849;2;2132999;12
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);8ef108a7ba187af1241c8af37e03f77e;2;19162;2;9953;6
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai);2409c7e5a315fd386455cecfc5997f43;1;783;2;196;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP1_T1);4f5424664747deb867d693435a6c440b;3;9005587410;2;682842929;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP2_T1);4b07d2d22d059b93f4c8f4af90445431;3;9337051865;2;1213189129;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP2_T1);6aca9ce0df8c673f8756de2500f20c12;3;11120160817;2;3903710271;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP1_T1);790c0f45b2de3d9d327bed7dc2910257;3;11658597684;2;4734227565;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP1_T1);d5bd981b88c072ca6f58030c02032d7a;3;10813323362;2;3556277245;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP1_T1);ca4b3701518f50fd8b42ac39338183f6;1;682842834;2;552026917;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP2_T1);e24ab00686fa70d3b084e0d717958a6a;3;10721156119;2;3408540412;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP2_T1);5414ae845725a93baadf405175eaab4b;1;1213189034;2;932641187;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP1_T1);46433280e92fbfdbc44ccdce090c3920;1;552026817;2;3260469;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP2_T1);a64409a67576144fbe604b5fd1d55e62;1;932641087;2;2614725;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP1_T1);ca92b8aa6d370de261c7cd253b3ab89a;1;3556277150;2;1833055187;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_OMNI_REP2_T1);a8f96440179c0099963f839c095b13bc;1;3903710176;2;2903657701;5
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP1_T1);8ddffe1968bd5b41edd409e6c2a2dc48;1;1833055087;2;3433085;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_OMNI_REP2_T1);9cd861ea0ba4471d9e3bfa16986e7e7d;1;2903657601;2;2654773;3
