start_ms,end_ms,duration_ms,start_time,end_time
1770522655000,1770522658000,3000,2026-02-08 03:50:55,2026-02-08 03:50:58
1770522663000,1770522664000,1000,2026-02-08 03:51:03,2026-02-08 03:51:04
1770523811000,1770523819000,8000,2026-02-08 04:10:11,2026-02-08 04:10:19
1770523918000,1770523920000,2000,2026-02-08 04:11:58,2026-02-08 04:12:00
1770524017000,1770524025000,8000,2026-02-08 04:13:37,2026-02-08 04:13:45
1770524119000,1770524122000,3000,2026-02-08 04:15:19,2026-02-08 04:15:22
1770524216000,1770524219000,3000,2026-02-08 04:16:56,2026-02-08 04:16:59
1770524305000,1770524307000,2000,2026-02-08 04:18:25,2026-02-08 04:18:27
1770524390000,1770524394000,4000,2026-02-08 04:19:50,2026-02-08 04:19:54
1770524480000,1770524482000,2000,2026-02-08 04:21:20,2026-02-08 04:21:22
1770524566000,1770524568000,2000,2026-02-08 04:22:46,2026-02-08 04:22:48
1770524651000,1770524654000,3000,2026-02-08 04:24:11,2026-02-08 04:24:14
1770524730000,1770524732000,2000,2026-02-08 04:25:30,2026-02-08 04:25:32
1770524811000,1770524814000,3000,2026-02-08 04:26:51,2026-02-08 04:26:54
1770524894000,1770524896000,2000,2026-02-08 04:28:14,2026-02-08 04:28:16
1770524975000,1770524978000,3000,2026-02-08 04:29:35,2026-02-08 04:29:38
1770525079000,1770525092000,13000,2026-02-08 04:31:19,2026-02-08 04:31:32
1770525195000,1770525198000,3000,2026-02-08 04:33:15,2026-02-08 04:33:18
1770525299000,1770525301000,2000,2026-02-08 04:34:59,2026-02-08 04:35:01
1770525401000,1770525403000,2000,2026-02-08 04:36:41,2026-02-08 04:36:43
1770525504000,1770525506000,2000,2026-02-08 04:38:24,2026-02-08 04:38:26
1770525606000,1770525609000,3000,2026-02-08 04:40:06,2026-02-08 04:40:09
1770525687000,1770525689000,2000,2026-02-08 04:41:27,2026-02-08 04:41:29
1770525767000,1770525777000,10000,2026-02-08 04:42:47,2026-02-08 04:42:57
1770525857000,1770525860000,3000,2026-02-08 04:44:17,2026-02-08 04:44:20
1770525938000,1770525941000,3000,2026-02-08 04:45:38,2026-02-08 04:45:41
1770526042000,1770526045000,3000,2026-02-08 04:47:22,2026-02-08 04:47:25
1770526147000,1770526149000,2000,2026-02-08 04:49:07,2026-02-08 04:49:09
1770526251000,1770526254000,3000,2026-02-08 04:50:51,2026-02-08 04:50:54
1770526345000,1770526348000,3000,2026-02-08 04:52:25,2026-02-08 04:52:28
1770526436000,1770526439000,3000,2026-02-08 04:53:56,2026-02-08 04:53:59
1770526528000,1770526530000,2000,2026-02-08 04:55:28,2026-02-08 04:55:30
1770526617000,1770526627000,10000,2026-02-08 04:56:57,2026-02-08 04:57:07
1770526716000,1770526718000,2000,2026-02-08 04:58:36,2026-02-08 04:58:38
1770526805000,1770526822000,17000,2026-02-08 05:00:05,2026-02-08 05:00:22
1770526902000,1770526906000,4000,2026-02-08 05:01:42,2026-02-08 05:01:46
1770527012000,1770527017000,5000,2026-02-08 05:03:32,2026-02-08 05:03:37
1770529252000,1770529268000,16000,2026-02-08 05:40:52,2026-02-08 05:41:08
1770529352000,1770529356000,4000,2026-02-08 05:42:32,2026-02-08 05:42:36
1770529834000,1770529836000,2000,2026-02-08 05:50:34,2026-02-08 05:50:36
1770529919000,1770529933000,14000,2026-02-08 05:51:59,2026-02-08 05:52:13
1770530019000,1770530022000,3000,2026-02-08 05:53:39,2026-02-08 05:53:42
1770530124000,1770530126000,2000,2026-02-08 05:55:24,2026-02-08 05:55:26
1770530228000,1770530231000,3000,2026-02-08 05:57:08,2026-02-08 05:57:11
1770530333000,1770530335000,2000,2026-02-08 05:58:53,2026-02-08 05:58:55
1770530438000,1770530440000,2000,2026-02-08 06:00:38,2026-02-08 06:00:40
1770530522000,1770530525000,3000,2026-02-08 06:02:02,2026-02-08 06:02:05
1770530607000,1770530610000,3000,2026-02-08 06:03:27,2026-02-08 06:03:30
1770530681000,1770530683000,2000,2026-02-08 06:04:41,2026-02-08 06:04:43
1770530771000,1770530773000,2000,2026-02-08 06:06:11,2026-02-08 06:06:13
1770530839000,1770530841000,2000,2026-02-08 06:07:19,2026-02-08 06:07:21
1770530945000,1770530948000,3000,2026-02-08 06:09:05,2026-02-08 06:09:08
1770531050000,1770531052000,2000,2026-02-08 06:10:50,2026-02-08 06:10:52
1770531154000,1770531156000,2000,2026-02-08 06:12:34,2026-02-08 06:12:36
1770531244000,1770531246000,2000,2026-02-08 06:14:04,2026-02-08 06:14:06
1770531334000,1770531336000,2000,2026-02-08 06:15:34,2026-02-08 06:15:36
1770531439000,1770531459000,20000,2026-02-08 06:17:19,2026-02-08 06:17:39
1770531550000,1770531552000,2000,2026-02-08 06:19:10,2026-02-08 06:19:12
1770531654000,1770531656000,2000,2026-02-08 06:20:54,2026-02-08 06:20:56
1770531739000,1770531741000,2000,2026-02-08 06:22:19,2026-02-08 06:22:21
1770531824000,1770531826000,2000,2026-02-08 06:23:44,2026-02-08 06:23:46
1770531908000,1770531911000,3000,2026-02-08 06:25:08,2026-02-08 06:25:11
1770532023000,1770532025000,2000,2026-02-08 06:27:03,2026-02-08 06:27:05
1770532112000,1770532114000,2000,2026-02-08 06:28:32,2026-02-08 06:28:34
1770532217000,1770532219000,2000,2026-02-08 06:30:17,2026-02-08 06:30:19
1770532306000,1770532309000,3000,2026-02-08 06:31:46,2026-02-08 06:31:49
1770532410000,1770532413000,3000,2026-02-08 06:33:30,2026-02-08 06:33:33
1770532496000,1770532505000,9000,2026-02-08 06:34:56,2026-02-08 06:35:05
1770532610000,1770532613000,3000,2026-02-08 06:36:50,2026-02-08 06:36:53
1770532697000,1770532699000,2000,2026-02-08 06:38:17,2026-02-08 06:38:19
1770532783000,1770532792000,9000,2026-02-08 06:39:43,2026-02-08 06:39:52
1770545388000,1770545436000,48000,2026-02-08 10:09:48,2026-02-08 10:10:36
1770545441000,1770545456000,15000,2026-02-08 10:10:41,2026-02-08 10:10:56
1770545642000,1770545650000,8000,2026-02-08 10:14:02,2026-02-08 10:14:10
1770546000000,1770546004000,4000,2026-02-08 10:20:00,2026-02-08 10:20:04
1770546007000,1770546018000,11000,2026-02-08 10:20:07,2026-02-08 10:20:18
1770553763000,1770553774000,11000,2026-02-08 12:29:23,2026-02-08 12:29:34
1770553803000,1770553858000,55000,2026-02-08 12:30:03,2026-02-08 12:30:58
1770553859000,1770553866000,7000,2026-02-08 12:30:59,2026-02-08 12:31:06
