,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_med_mem_high_w01_t01,1781743848000,1781744455342,2.00022,199.575797,2162429952,hu-worker-c44,607342,Intel Xeon Silver 4314
1,ichnos_cpu_med_mem_high_w01_t02,1781743848000,1781744453599,1.999821,184.130469,2162450432,hu-worker-c45,605599,Intel Xeon Silver 4314
2,ichnos_cpu_med_mem_high_w01_t03,1781743848000,1781744455343,2.000383,191.931292,2162450432,hu-worker-c42,607343,Intel Xeon Silver 4314
3,ichnos_cpu_med_mem_high_w01_t04,1781743848000,1781744456721,2.000427,191.318082,2162409472,hu-worker-c40,608721,Intel Xeon Silver 4314
4,ichnos_cpu_med_mem_high_w02_t01,1781744458000,1781745066386,1.999999,196.339171,2162425856,hu-worker-c44,608386,Intel Xeon Silver 4314
5,ichnos_cpu_med_mem_high_w02_t02,1781744458000,1781745064176,1.999726,187.977111,2162520064,hu-worker-c42,606176,Intel Xeon Silver 4314
6,ichnos_cpu_med_mem_high_w02_t04,1781744458000,1781745067772,2.000216,181.643372,2162491392,hu-worker-c40,609772,Intel Xeon Silver 4314
7,ichnos_cpu_med_mem_high_w02_t03,1781744459000,1781745065325,1.99969,191.111364,2162450432,hu-worker-c45,606325,Intel Xeon Silver 4314
8,ichnos_cpu_med_mem_high_w03_t01,1781745069000,1781745675664,2.000122,199.861645,2162417664,hu-worker-c45,606664,Intel Xeon Silver 4314
9,ichnos_cpu_med_mem_high_w03_t02,1781745069000,1781745675666,2.000163,186.945365,2162384896,hu-worker-c40,606666,Intel Xeon Silver 4314
10,ichnos_cpu_med_mem_high_w03_t03,1781745069000,1781745676813,1.999987,187.711241,2162483200,hu-worker-c42,607813,Intel Xeon Silver 4314
11,ichnos_cpu_med_mem_high_w03_t04,1781745069000,1781745677613,1.999851,193.644423,2162376704,hu-worker-c44,608613,Intel Xeon Silver 4314
12,ichnos_cpu_med_mem_high_w04_t01,1781745679000,1781746287187,2.00026,190.724486,2162491392,hu-worker-c45,608187,Intel Xeon Silver 4314
13,ichnos_cpu_med_mem_high_w04_t02,1781745679000,1781746286091,2.000002,195.380755,2162585600,hu-worker-c40,607091,Intel Xeon Silver 4314
14,ichnos_cpu_med_mem_high_w04_t03,1781745679000,1781746284955,1.999957,188.434657,2162438144,hu-worker-c44,605955,Intel Xeon Silver 4314
15,ichnos_cpu_med_mem_high_w04_t04,1781745679000,1781746287188,2.000024,190.280583,2162425856,hu-worker-c42,608188,Intel Xeon Silver 4314
