,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_high_w01_t01,1779891464000,1779892071498,4.000524,386.250391,2175283200,hu-worker-c45,607498,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_high_w01_t02,1779891464000,1779892070503,4.000183,392.035042,2175242240,hu-worker-c42,606503,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_high_w01_t03,1779891464000,1779892070504,4.000385,393.451302,2175377408,hu-worker-c40,606504,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_high_w01_t04,1779891464000,1779892071500,4.000491,392.400877,2175094784,hu-worker-c44,607500,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_high_w02_t01,1779892072000,1779892679637,3.999377,361.801872,2175201280,hu-worker-c42,607637,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_high_w02_t02,1779892072000,1779892678274,4.000412,378.777169,2175250432,hu-worker-c45,606274,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_high_w02_t03,1779892072000,1779892678275,4.000264,363.396246,2175184896,hu-worker-c40,606275,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_high_w02_t04,1779892072000,1779892678276,4.000359,386.989049,2175066112,hu-worker-c44,606276,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_high_w03_t01,1779892680000,1779893287076,4.000187,385.103829,2175397888,hu-worker-c45,607076,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_high_w03_t02,1779892680000,1779893287723,4.000521,386.262244,2175205376,hu-worker-c44,607723,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_high_w03_t03,1779892680000,1779893287077,4.000581,366.559568,2175217664,hu-worker-c40,607077,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_high_w03_t04,1779892680000,1779893287078,4.00018,373.210998,2175275008,hu-worker-c42,607078,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_high_w04_t01,1779893288000,1779893894738,4.000319,361.803109,2175107072,hu-worker-c45,606738,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_high_w04_t02,1779893288000,1779893894740,4.000156,377.261101,2175242240,hu-worker-c40,606740,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_high_w04_t03,1779893288000,1779893894740,4.000089,371.563194,2175160320,hu-worker-c42,606740,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_high_w04_t04,1779893288000,1779893894741,4.00064,392.030179,2175221760,hu-worker-c44,606741,Intel Xeon Silver 4314
