,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_high_w01_t01,1779888306000,1779888912996,3.999887,392.884199,2175176704,hu-worker-c44,606996,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_high_w01_t02,1779888306000,1779888912996,3.999839,378.155708,2175070208,hu-worker-c42,606996,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_high_w01_t03,1779888306000,1779888912997,4.000383,392.232361,2175238144,hu-worker-c40,606997,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_high_w01_t04,1779888306000,1779888912997,4.000128,384.345639,2175283200,hu-worker-c45,606997,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_high_w02_t01,1779888914000,1779889520294,3.999953,366.247486,2175131648,hu-worker-c42,606294,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_high_w02_t02,1779888914000,1779889520295,4.000363,386.65067,2175242240,hu-worker-c40,606295,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_high_w02_t03,1779888914000,1779889520296,4.000239,370.715523,2175250432,hu-worker-c44,606296,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_high_w02_t04,1779888914000,1779889521679,4.000379,373.420448,2175307776,hu-worker-c45,607679,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_high_w03_t01,1779889522000,1779890129200,4.000561,369.930459,2175193088,hu-worker-c44,607200,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_high_w03_t02,1779889522000,1779890129201,3.999911,380.116849,2175164416,hu-worker-c42,607201,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_high_w03_t03,1779889522000,1779890128870,3.999885,364.688727,2175279104,hu-worker-c40,606870,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_high_w03_t04,1779889522000,1779890129202,4.000057,385.440081,2175070208,hu-worker-c45,607202,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_high_w04_t01,1779890131000,1779890737292,4.000583,393.007943,2175168512,hu-worker-c45,606292,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_high_w04_t02,1779890131000,1779890737293,4.000637,394.113768,2175213568,hu-worker-c40,606293,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_high_w04_t03,1779890131000,1779890737294,4.000445,393.105034,2175279104,hu-worker-c44,606294,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_high_w04_t04,1779890131000,1779890737295,4.000153,388.782507,2175307776,hu-worker-c42,606295,Intel Xeon Silver 4314
