task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
2,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),38.06 mWh,6.24 mg,-,163.92 gCO₂e/kWh,32.3 %,6.44 GB,38s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,20.24 mWh,17.82 mWh
1,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa),67.24 mWh,11.02 mg,-,163.92 gCO₂e/kWh,45.7 %,6.44 GB,55s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,41.46 mWh,25.79 mWh
4,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808),185.84 mWh,30.46 mg,-,163.92 gCO₂e/kWh,97.5 %,12.88 GB,1min 13s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,117.39 mWh,68.45 mWh
3,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807),263.51 mWh,43.19 mg,-,163.92 gCO₂e/kWh,79.7 %,12.88 GB,1min 57s,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,153.8 mWh,109.71 mWh
5,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809),310.46 mWh,50.89 mg,-,163.92 gCO₂e/kWh,77.6 %,12.88 GB,2min 20s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,179.18 mWh,131.28 mWh
6,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810),295.22 mWh,48.39 mg,-,163.92 gCO₂e/kWh,81.9 %,12.88 GB,2min 8s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,174.25 mWh,120.97 mWh
7,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811),289.35 mWh,47.43 mg,-,163.92 gCO₂e/kWh,95.7 %,12.88 GB,1min 54s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,181.51 mWh,107.84 mWh
8,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812),347.85 mWh,57.02 mg,-,163.92 gCO₂e/kWh,81.9 %,12.88 GB,2min 31s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,205.32 mWh,142.54 mWh
9,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),540.68 mWh,88.63 mg,-,163.92 gCO₂e/kWh,76.1 %,64.42 GB,1min 30s 966ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,114.17 mWh,426.51 mWh
11,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808),1 Wh,164.23 mg,-,163.92 gCO₂e/kWh,127.2 %,38.65 GB,3min 24s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,427.98 mWh,573.89 mWh
