task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	788.58 uWh	129.26 ug	-	163.92 gCO₂e/kWh	8.2 %	6 GB	1s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	135.24 uWh	653.33 uWh
2	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1)	2.44 Wh	399.19 mg	-	163.92 gCO₂e/kWh	43 %	42 GB	7min 41s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	326.94 mWh	2.11 Wh
6	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2)	1.74 Wh	284.85 mg	-	163.92 gCO₂e/kWh	64.8 %	42 GB	5min 8s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	329.18 mWh	1.41 Wh
8	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	40.24 mWh	6.6 mg	-	163.92 gCO₂e/kWh	71.3 %	6 GB	21s 1000ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	25.87 mWh	14.37 mWh
4	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	37.53 mWh	6.15 mg	-	163.92 gCO₂e/kWh	86.8 %	6 GB	18s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	25.77 mWh	11.76 mWh
5	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa)	105.62 mWh	17.31 mg	-	163.92 gCO₂e/kWh	99.4 %	42 GB	16s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	27.87 mWh	77.75 mWh
9	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3)	545.22 mWh	89.37 mg	-	163.92 gCO₂e/kWh	107.1 %	42 GB	1min 25s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	151.91 mWh	393.31 mWh
7	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2)	1.29 Wh	210.89 mg	-	163.92 gCO₂e/kWh	77.1 %	12 GB	8min 19s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	634.54 mWh	652.03 mWh
10	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3)	560.58 mWh	91.89 mg	-	163.92 gCO₂e/kWh	97.8 %	12 GB	3min 11s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	309.7 mWh	250.88 mWh
3	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1)	1.62 Wh	265.55 mg	-	163.92 gCO₂e/kWh	61.9 %	12 GB	11min 35s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	710.56 mWh	909.44 mWh
11	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	40.86 mWh	6.7 mg	-	163.92 gCO₂e/kWh	73 %	6 GB	21s 1000ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	26.49 mWh	14.37 mWh
17	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	36.96 mWh	6.06 mg	-	163.92 gCO₂e/kWh	92.2 %	6 GB	16s 1000ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	25.85 mWh	11.11 mWh
16	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	34.39 mWh	5.64 mg	-	163.92 gCO₂e/kWh	99.4 %	6 GB	15s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	24.59 mWh	9.8 mWh
20	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	34.42 mWh	5.64 mg	-	163.92 gCO₂e/kWh	99.5 %	6 GB	15s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	24.62 mWh	9.8 mWh
13	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1)	780.81 mWh	127.99 mg	-	163.92 gCO₂e/kWh	104.5 %	42 GB	2min 3s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	213.72 mWh	567.09 mWh
14	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2)	312.75 mWh	51.27 mg	-	163.92 gCO₂e/kWh	109.7 %	42 GB	48s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	88.66 mWh	224.09 mWh
15	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2)	297.3 mWh	48.73 mg	-	163.92 gCO₂e/kWh	97.5 %	12 GB	1min 41s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	164.02 mWh	133.28 mWh
12	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1)	722.38 mWh	118.41 mg	-	163.92 gCO₂e/kWh	98.1 %	12 GB	4min 6s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	399.64 mWh	322.75 mWh
19	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3)	1.13 Wh	185.01 mg	-	163.92 gCO₂e/kWh	102.9 %	42 GB	3min 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	305.48 mWh	823.2 mWh
21	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa)	3.12 Wh	510.72 mg	-	163.92 gCO₂e/kWh	89.5 %	60 GB	6min 29s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	574.21 mWh	2.54 Wh
