task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
3,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv),3.6 mWh,589.97 ug,-,163.92 gCO₂e/kWh,1.4 %,6.44 GB,7s 316ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,168.93 uWh,3.43 mWh
2,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),43.62 mWh,7.15 mg,-,163.92 gCO₂e/kWh,98.7 %,12.88 GB,16s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,27.67 mWh,15.94 mWh
1,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),108.45 mWh,17.78 mg,-,163.92 gCO₂e/kWh,99.7 %,12.88 GB,42s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,69.06 mWh,39.38 mWh
4,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1),628.29 mWh,102.99 mg,-,163.92 gCO₂e/kWh,97.7 %,38.65 GB,2min 21s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,228.81 mWh,399.47 mWh
6,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1),654.35 mWh,107.26 mg,-,163.92 gCO₂e/kWh,97.5 %,38.65 GB,2min 27s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,237.99 mWh,416.35 mWh
8,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1),640.69 mWh,105.02 mg,-,163.92 gCO₂e/kWh,95.5 %,38.65 GB,2min 26s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,229.96 mWh,410.73 mWh
7,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1),3.3 Wh,541.52 mg,-,163.92 gCO₂e/kWh,421 %,64.42 GB,4min 44s 0ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,1.97 Wh,1.33 Wh
10,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1),736.59 mWh,120.74 mg,-,163.92 gCO₂e/kWh,100.1 %,38.65 GB,2min 44s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,272.41 mWh,464.18 mWh
5,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1),3.19 Wh,522.55 mg,-,163.92 gCO₂e/kWh,396.3 %,64.42 GB,4min 44s 0ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,1.86 Wh,1.33 Wh
11,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1),1.3 Wh,213.7 mg,-,163.92 gCO₂e/kWh,39.1 %,38.65 GB,6min 16s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,243.12 mWh,1.06 Wh
