task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),1.55 mWh,254.09 ug,-,163.92 gCO₂e/kWh,2.9 %,6.44 GB,2s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,143.49 uWh,1.41 mWh
2,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),1.42 Wh,233.48 mg,-,163.92 gCO₂e/kWh,63.5 %,45.1 GB,5min 29s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,344.56 mWh,1.08 Wh
8,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),44.5 mWh,7.3 mg,-,163.92 gCO₂e/kWh,44.5 %,6.44 GB,37s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,27.16 mWh,17.35 mWh
5,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),32.67 mWh,5.36 mg,-,163.92 gCO₂e/kWh,88.1 %,6.44 GB,16s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.7 mWh,7.97 mWh
4,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),83.83 mWh,13.74 mg,-,163.92 gCO₂e/kWh,100 %,45.1 GB,16s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,28.04 mWh,55.8 mWh
11,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),34.68 mWh,5.69 mg,-,163.92 gCO₂e/kWh,88.4 %,6.44 GB,18s,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,26.24 mWh,8.44 mWh
16,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.75 mWh,5.2 mg,-,163.92 gCO₂e/kWh,99.9 %,6.44 GB,15s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.71 mWh,7.03 mWh
18,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.38 mWh,5.14 mg,-,163.92 gCO₂e/kWh,98.4 %,6.44 GB,15s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.34 mWh,7.03 mWh
17,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.77 mWh,5.21 mg,-,163.92 gCO₂e/kWh,100 %,6.44 GB,15s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.74 mWh,7.03 mWh
7,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),1.61 Wh,264.39 mg,-,163.92 gCO₂e/kWh,52.4 %,45.1 GB,6min 29s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,336.19 mWh,1.28 Wh
10,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),438.93 mWh,71.95 mg,-,163.92 gCO₂e/kWh,106.9 %,45.1 GB,1min 27s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,153.39 mWh,285.54 mWh
6,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2),1.18 Wh,193.52 mg,-,163.92 gCO₂e/kWh,67.2 %,12.88 GB,9min 37s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,639.51 mWh,541.07 mWh
3,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1),1.25 Wh,204.15 mg,-,163.92 gCO₂e/kWh,70.7 %,12.88 GB,9min 51s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,690.31 mWh,555.14 mWh
9,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),504.65 mWh,82.72 mg,-,163.92 gCO₂e/kWh,96.9 %,12.88 GB,3min 19s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,318.04 mWh,186.61 mWh
15,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),250.69 mWh,41.09 mg,-,163.92 gCO₂e/kWh,111.2 %,45.1 GB,48s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,89.87 mWh,160.82 mWh
