task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
2	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	45.07 mWh	7.39 mg	-	163.92 gCO₂e/kWh	32.3 %	6 GB	38s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	20.24 mWh	24.83 mWh
1	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa)	77.39 mWh	12.69 mg	-	163.92 gCO₂e/kWh	45.7 %	6 GB	55s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	41.46 mWh	35.93 mWh
4	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808)	212.78 mWh	34.88 mg	-	163.92 gCO₂e/kWh	97.5 %	12 GB	1min 12s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	117.39 mWh	95.39 mWh
3	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807)	306.68 mWh	50.27 mg	-	163.92 gCO₂e/kWh	79.7 %	12 GB	1min 56s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	153.8 mWh	152.88 mWh
5	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809)	362.11 mWh	59.36 mg	-	163.92 gCO₂e/kWh	77.6 %	12 GB	2min 20s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	179.18 mWh	182.93 mWh
6	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810)	342.81 mWh	56.19 mg	-	163.92 gCO₂e/kWh	81.9 %	12 GB	2min 8s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	174.25 mWh	168.56 mWh
7	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811)	331.78 mWh	54.39 mg	-	163.92 gCO₂e/kWh	95.7 %	12 GB	1min 54s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	181.51 mWh	150.27 mWh
8	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812)	403.93 mWh	66.21 mg	-	163.92 gCO₂e/kWh	81.9 %	12 GB	2min 32s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	205.32 mWh	198.61 mWh
9	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa)	708.48 mWh	116.13 mg	-	163.92 gCO₂e/kWh	76.1 %	60 GB	1min 30s 966ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	114.17 mWh	594.31 mWh
11	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808)	1.23 Wh	201.24 mg	-	163.92 gCO₂e/kWh	127.2 %	36 GB	3min 24s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	427.98 mWh	799.68 mWh
12	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578807)	1.51 Wh	248.27 mg	-	163.92 gCO₂e/kWh	141.8 %	36 GB	4min 1s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	565.97 mWh	948.64 mWh
