task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,163.92 gCO₂e/kWh,48.4 %,6.44 GB,0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,0 Wh,0 Wh
3,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),32.82 mWh,5.38 mg,-,163.92 gCO₂e/kWh,75.8 %,12.88 GB,15s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,18.75 mWh,14.07 mWh
7,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1),586.28 mWh,96.1 mg,-,163.92 gCO₂e/kWh,120.8 %,38.65 GB,2min 2s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,243.07 mWh,343.21 mWh
14,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,1.41 mWh,230.48 ug,-,163.92 gCO₂e/kWh,6.1 %,6.44 GB,2s 469ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,248.4 uWh,1.16 mWh
2,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),33.86 mWh,5.55 mg,-,163.92 gCO₂e/kWh,99.9 %,6.44 GB,15s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,26.36 mWh,7.5 mWh
4,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1),1 Wh,164.26 mg,-,163.92 gCO₂e/kWh,26.7 %,38.65 GB,5min 8s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,135.63 mWh,866.47 mWh
5,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1),3.62 Wh,593.16 mg,-,163.92 gCO₂e/kWh,234.4 %,64.42 GB,7min 3s,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,1.64 Wh,1.98 Wh
11,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1),1.18 Wh,192.82 mg,-,163.92 gCO₂e/kWh,200.9 %,38.65 GB,3min 11s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,636.18 mWh,540.14 mWh
6,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1),4.66 Wh,763.7 mg,-,163.92 gCO₂e/kWh,455.2 %,64.42 GB,6min 21s 1000ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,2.87 Wh,1.79 Wh
9,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1),1.77 Wh,290.74 mg,-,163.92 gCO₂e/kWh,126.5 %,38.65 GB,6min 2s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,755.27 mWh,1.02 Wh
12,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1),1.33 Wh,218.63 mg,-,163.92 gCO₂e/kWh,176.5 %,38.65 GB,3min 52s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,678.27 mWh,655.48 mWh
