task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	0 Wh	0 g	-	163.92 gCO₂e/kWh	19.4 %	6 GB	0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	0 Wh	0 Wh
3	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	336.77 mWh	55.2 mg	-	163.92 gCO₂e/kWh	5.5 %	12 GB	4min 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	21.86 mWh	314.91 mWh
5	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1)	1.37 Wh	223.75 mg	-	163.92 gCO₂e/kWh	25.9 %	36 GB	5min 14s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	134.13 mWh	1.23 Wh
2	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	40.39 mWh	6.62 mg	-	163.92 gCO₂e/kWh	71.7 %	6 GB	21s 1000ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	26.02 mWh	14.37 mWh
7	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1)	1.35 Wh	221.34 mg	-	163.92 gCO₂e/kWh	46.6 %	36 GB	4min 47s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	221.35 mWh	1.13 Wh
4	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1)	4.38 Wh	718.57 mg	-	163.92 gCO₂e/kWh	236.7 %	60 GB	7min 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.64 Wh	2.74 Wh
6	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1)	5.42 Wh	888.17 mg	-	163.92 gCO₂e/kWh	448.4 %	60 GB	6min 29s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	2.88 Wh	2.54 Wh
8	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1)	2.38 Wh	389.79 mg	-	163.92 gCO₂e/kWh	115.7 %	36 GB	6min 47s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	778.56 mWh	1.6 Wh
11	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1)	1.55 Wh	253.31 mg	-	163.92 gCO₂e/kWh	156 %	36 GB	3min 57s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	612.35 mWh	932.96 mWh
15	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1)	1.5 Wh	246.36 mg	-	163.92 gCO₂e/kWh	184.2 %	36 GB	3min 35s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	656.21 mWh	846.72 mWh
12	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1)	1.53 Wh	250.49 mg	-	163.92 gCO₂e/kWh	189.3 %	36 GB	3min 37s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	677.5 mWh	850.64 mWh
16	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT	391.55 uWh	64.18 ug	-	163.92 gCO₂e/kWh	72.9 %	6 GB	211ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	253.69 uWh	137.85 uWh
17	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai)	968.35 uWh	158.73 ug	-	163.92 gCO₂e/kWh	19.1 %	6 GB	1s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	315.02 uWh	653.33 uWh
18	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	163.92 gCO₂e/kWh	55.4 %	6 GB	0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	0 Wh	0 Wh
10	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1)	14.99 Wh	2.46 g	-	163.92 gCO₂e/kWh	584.6 %	60 GB	15min 27s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	8.94 Wh	6.06 Wh
