task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,163.92 gCO₂e/kWh,19.2 %,6.44 GB,0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,0 Wh,0 Wh
3,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),1.42 Wh,233.48 mg,-,163.92 gCO₂e/kWh,58.8 %,45.1 GB,5min 35s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,324.88 mWh,1.1 Wh
6,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),1.44 Wh,235.76 mg,-,163.92 gCO₂e/kWh,59 %,45.1 GB,5min 38s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,328.9 mWh,1.11 Wh
8,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),33.41 mWh,5.48 mg,-,163.92 gCO₂e/kWh,84.1 %,6.44 GB,18s,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.97 mWh,8.44 mWh
5,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),110.13 mWh,18.05 mg,-,163.92 gCO₂e/kWh,68.1 %,45.1 GB,24s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,28.08 mWh,82.05 mWh
4,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.82 mWh,5.22 mg,-,163.92 gCO₂e/kWh,100.2 %,6.44 GB,15s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.79 mWh,7.03 mWh
16,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),33.76 mWh,5.53 mg,-,163.92 gCO₂e/kWh,99.5 %,6.44 GB,15s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,26.26 mWh,7.5 mWh
9,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),33.55 mWh,5.5 mg,-,163.92 gCO₂e/kWh,98.7 %,6.44 GB,15s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,26.05 mWh,7.5 mWh
17,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),36.56 mWh,5.99 mg,-,163.92 gCO₂e/kWh,82.4 %,6.44 GB,20s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,27.18 mWh,9.38 mWh
18,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.65 mWh,5.19 mg,-,163.92 gCO₂e/kWh,99.5 %,6.44 GB,15s 0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,24.62 mWh,7.03 mWh
11,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),426.74 mWh,69.95 mg,-,163.92 gCO₂e/kWh,105.4 %,45.1 GB,1min 24s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,147.76 mWh,278.98 mWh
