task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,163.92 gCO₂e/kWh,19.4 %,6.44 GB,0ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,0 Wh,0 Wh
3,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),247.86 mWh,40.63 mg,-,163.92 gCO₂e/kWh,5.5 %,12.88 GB,4min 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,21.86 mWh,225.99 mWh
5,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1),1.02 Wh,166.78 mg,-,163.92 gCO₂e/kWh,25.9 %,38.65 GB,5min 13s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,134.13 mWh,883.35 mWh
2,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),36.33 mWh,5.96 mg,-,163.92 gCO₂e/kWh,71.7 %,6.44 GB,21s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,26.02 mWh,10.32 mWh
7,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1),1.03 Wh,169.09 mg,-,163.92 gCO₂e/kWh,46.6 %,38.65 GB,4min 48s,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,221.35 mWh,810.2 mWh
4,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1),3.61 Wh,591.57 mg,-,163.92 gCO₂e/kWh,236.7 %,64.42 GB,7min 0ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,1.64 Wh,1.97 Wh
6,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1),4.7 Wh,770.54 mg,-,163.92 gCO₂e/kWh,448.4 %,64.42 GB,6min 29s 0ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,2.88 Wh,1.82 Wh
8,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1),1.93 Wh,315.77 mg,-,163.92 gCO₂e/kWh,115.7 %,38.65 GB,6min 47s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,778.56 mWh,1.15 Wh
11,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1),1.28 Wh,210.13 mg,-,163.92 gCO₂e/kWh,156 %,38.65 GB,3min 57s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,612.35 mWh,669.54 mWh
15,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1),1.26 Wh,207.17 mg,-,163.92 gCO₂e/kWh,184.2 %,38.65 GB,3min 36s,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,656.21 mWh,607.65 mWh
12,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1),1.29 Wh,211.12 mg,-,163.92 gCO₂e/kWh,189.3 %,38.65 GB,3min 37s 0ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,677.5 mWh,610.47 mWh
16,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,352.63 uWh,57.8 ug,-,163.92 gCO₂e/kWh,72.9 %,6.44 GB,211ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,253.69 uWh,98.93 uWh
