task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
3	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv)	4.95 mWh	811.19 ug	-	163.92 gCO₂e/kWh	1.4 %	6 GB	7s 316ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	168.93 uWh	4.78 mWh
2	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	49.89 mWh	8.18 mg	-	163.92 gCO₂e/kWh	98.7 %	12 GB	16s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	27.67 mWh	22.21 mWh
1	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	123.94 mWh	20.32 mg	-	163.92 gCO₂e/kWh	99.7 %	12 GB	42s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	69.06 mWh	54.88 mWh
4	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1)	785.45 mWh	128.75 mg	-	163.92 gCO₂e/kWh	97.7 %	36 GB	2min 21s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	228.81 mWh	556.64 mWh
6	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1)	818.15 mWh	134.11 mg	-	163.92 gCO₂e/kWh	97.5 %	36 GB	2min 28s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	237.99 mWh	580.16 mWh
8	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1)	802.28 mWh	131.51 mg	-	163.92 gCO₂e/kWh	95.5 %	36 GB	2min 26s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	229.96 mWh	572.32 mWh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1)	3.83 Wh	627.39 mg	-	163.92 gCO₂e/kWh	421 %	60 GB	4min 43s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.97 Wh	1.86 Wh
10	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1)	919.21 mWh	150.68 mg	-	163.92 gCO₂e/kWh	100.1 %	36 GB	2min 45s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	272.41 mWh	646.8 mWh
5	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1)	3.71 Wh	608.43 mg	-	163.92 gCO₂e/kWh	396.3 %	60 GB	4min 43s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.86 Wh	1.86 Wh
11	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1)	1.72 Wh	282.1 mg	-	163.92 gCO₂e/kWh	39.1 %	36 GB	6min 16s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	243.12 mWh	1.48 Wh
9	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP3_T1)	4.46 Wh	731.5 mg	-	163.92 gCO₂e/kWh	290.6 %	60 GB	6min 33s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.89 Wh	2.57 Wh
14	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1)	1.76 Wh	287.89 mg	-	163.92 gCO₂e/kWh	38.2 %	36 GB	6min 25s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	243.19 mWh	1.51 Wh
