task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
2	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv)	309.75 uWh	50.77 ug	-	163.92 gCO₂e/kWh	32.9 %	6 GB	259ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	140.54 uWh	169.21 uWh
1	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	153.9 mWh	25.23 mg	-	163.92 gCO₂e/kWh	19 %	12 GB	1min 34s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	29.77 mWh	124.13 mWh
3	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	216.42 mWh	35.48 mg	-	163.92 gCO₂e/kWh	36.9 %	12 GB	1min 52s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	68.77 mWh	147.65 mWh
5	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1)	1.04 Wh	170.77 mg	-	163.92 gCO₂e/kWh	66 %	36 GB	3min 28s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	226.42 mWh	815.36 mWh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1)	1.05 Wh	172.89 mg	-	163.92 gCO₂e/kWh	68.3 %	36 GB	3min 29s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	235.43 mWh	819.28 mWh
8	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1)	761.69 mWh	124.86 mg	-	163.92 gCO₂e/kWh	101.9 %	36 GB	2min 16s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	228.57 mWh	533.12 mWh
10	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1)	903.3 mWh	148.07 mg	-	163.92 gCO₂e/kWh	100.4 %	36 GB	2min 42s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	268.26 mWh	635.04 mWh
11	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1)	837.01 mWh	137.2 mg	-	163.92 gCO₂e/kWh	96.2 %	36 GB	2min 32s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	241.17 mWh	595.84 mWh
12	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1)	820.6 mWh	134.51 mg	-	163.92 gCO₂e/kWh	98.5 %	36 GB	2min 28s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	240.44 mWh	580.16 mWh
6	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1)	3.84 Wh	629.37 mg	-	163.92 gCO₂e/kWh	415 %	60 GB	4min 46s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.96 Wh	1.88 Wh
