task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),26.52 mWh,4.35 mg,-,163.92 gCO₂e/kWh,60.9 %,6.44 GB,18s,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,18.08 mWh,8.44 mWh
2,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa),53.35 mWh,8.75 mg,-,163.92 gCO₂e/kWh,79.4 %,6.44 GB,29s 1000ms,1,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,39.29 mWh,14.07 mWh
4,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808),208.16 mWh,34.12 mg,-,163.92 gCO₂e/kWh,76 %,12.88 GB,1min 35s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,119.08 mWh,89.08 mWh
3,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807),256.75 mWh,42.09 mg,-,163.92 gCO₂e/kWh,79.7 %,12.88 GB,1min 54s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,149.85 mWh,106.9 mWh
5,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809),303.17 mWh,49.7 mg,-,163.92 gCO₂e/kWh,82.4 %,12.88 GB,2min 12s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,179.39 mWh,123.78 mWh
6,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810),268.54 mWh,44.02 mg,-,163.92 gCO₂e/kWh,99.7 %,12.88 GB,1min 44s 0ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,171.01 mWh,97.52 mWh
7,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811),287.34 mWh,47.1 mg,-,163.92 gCO₂e/kWh,100.1 %,12.88 GB,1min 50s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,183.26 mWh,104.09 mWh
8,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812),320.59 mWh,52.55 mg,-,163.92 gCO₂e/kWh,99.9 %,12.88 GB,2min 3s 1000ms,2,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,204.31 mWh,116.28 mWh
9,COMPLETED,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),564.75 mWh,92.57 mg,-,163.92 gCO₂e/kWh,76.3 %,64.42 GB,1min 34s 962ms,12,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,119.5 mWh,445.25 mWh
11,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808),856.19 mWh,140.35 mg,-,163.92 gCO₂e/kWh,162.2 %,38.65 GB,2min 35s 1000ms,6,5.94 W,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,417.33 mWh,438.86 mWh
