task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv)	372.1 uWh	61 ug	-	163.92 gCO₂e/kWh	24.3 %	6 GB	353ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	141.48 uWh	230.63 uWh
2	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	127.51 mWh	20.9 mg	-	163.92 gCO₂e/kWh	22.5 %	12 GB	1min 15s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	28.2 mWh	99.31 mWh
3	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	172.75 mWh	28.32 mg	-	163.92 gCO₂e/kWh	51.7 %	12 GB	1min 19s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	68.22 mWh	104.53 mWh
4	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1)	1.03 Wh	168.53 mg	-	163.92 gCO₂e/kWh	67.9 %	36 GB	3min 24s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	228.46 mWh	799.68 mWh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1)	1.1 Wh	179.74 mg	-	163.92 gCO₂e/kWh	68.7 %	36 GB	3min 37s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	245.88 mWh	850.64 mWh
9	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1)	762.58 mWh	125 mg	-	163.92 gCO₂e/kWh	102.3 %	36 GB	2min 16s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	229.46 mWh	533.12 mWh
10	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1)	911.74 mWh	149.45 mg	-	163.92 gCO₂e/kWh	99.4 %	36 GB	2min 44s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	268.86 mWh	642.88 mWh
11	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1)	866.09 mWh	141.97 mg	-	163.92 gCO₂e/kWh	96.8 %	36 GB	2min 37s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	250.65 mWh	615.44 mWh
12	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1)	805.64 mWh	132.06 mg	-	163.92 gCO₂e/kWh	99.2 %	36 GB	2min 25s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	237.24 mWh	568.4 mWh
5	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1)	3.72 Wh	609.41 mg	-	163.92 gCO₂e/kWh	403.2 %	60 GB	4min 41s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.88 Wh	1.84 Wh
6	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1)	3.86 Wh	632.73 mg	-	163.92 gCO₂e/kWh	410.9 %	60 GB	4min 50s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.97 Wh	1.89 Wh
16	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP2_T1)	1.64 Wh	268.35 mg	-	163.92 gCO₂e/kWh	49.2 %	36 GB	5min 46s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	280.76 mWh	1.36 Wh
13	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP1_T1)	1.67 Wh	273.6 mg	-	163.92 gCO₂e/kWh	48.2 %	36 GB	5min 54s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	281.42 mWh	1.39 Wh
8	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP3_T1)	4.91 Wh	805.53 mg	-	163.92 gCO₂e/kWh	251.6 %	60 GB	7min 39s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.91 Wh	3.01 Wh
14	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP1_T1)	5.54 Wh	907.52 mg	-	163.92 gCO₂e/kWh	269.9 %	60 GB	8min 24s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	2.24 Wh	3.29 Wh
17	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP3_T1)	799.87 mWh	131.12 mg	-	163.92 gCO₂e/kWh	94.5 %	36 GB	2min 26s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	227.55 mWh	572.32 mWh
18	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP3_T1)	3.94 Wh	646.19 mg	-	163.92 gCO₂e/kWh	392.7 %	60 GB	5min 3s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.96 Wh	1.98 Wh
15	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP2_T1)	3.88 Wh	636.62 mg	-	163.92 gCO₂e/kWh	370.9 %	60 GB	5min 7s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.88 Wh	2.01 Wh
22	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	163.92 gCO₂e/kWh	53.3 %	6 GB	0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	0 Wh	0 Wh
19	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP1_T1)	4.66 Wh	763.37 mg	-	163.92 gCO₂e/kWh	401.5 %	60 GB	5min 54s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	2.34 Wh	2.31 Wh
21	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP3_T1)	3.63 Wh	595.15 mg	-	163.92 gCO₂e/kWh	407.3 %	60 GB	4min 33s 1000ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	1.84 Wh	1.79 Wh
20	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP2_T1)	4.66 Wh	764.59 mg	-	163.92 gCO₂e/kWh	411.9 %	60 GB	5min 50s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	2.38 Wh	2.29 Wh
24	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP2_T1)	15.94 Wh	2.61 g	-	163.92 gCO₂e/kWh	1177.5 %	60 GB	10min 14s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	11.92 Wh	4.01 Wh
23	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP1_T1)	15 Wh	2.46 g	-	163.92 gCO₂e/kWh	1169.2 %	60 GB	9min 41s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	11.2 Wh	3.8 Wh
25	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP3_T1)	15.37 Wh	2.52 g	-	163.92 gCO₂e/kWh	1170.3 %	60 GB	9min 55s 0ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	11.48 Wh	3.89 Wh
27	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP3_T1)	15.62 Wh	2.56 g	-	163.92 gCO₂e/kWh	1220.5 %	60 GB	9min 46s 0ms	13	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	11.8 Wh	3.83 Wh
26	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP1_T1)	18.03 Wh	2.95 g	-	163.92 gCO₂e/kWh	1225.5 %	60 GB	11min 14s 0ms	13	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	13.62 Wh	4.4 Wh
28	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP2_T1)	15.89 Wh	2.61 g	-	163.92 gCO₂e/kWh	1215.2 %	60 GB	9min 57s 1000ms	13	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	11.99 Wh	3.91 Wh
32	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Control_REP2_T1)	989.57 mWh	162.21 mg	-	163.92 gCO₂e/kWh	197.1 %	36 GB	2min 18s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	448.61 mWh	540.96 mWh
33	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Control_REP1_T1)	861.33 mWh	141.19 mg	-	163.92 gCO₂e/kWh	204.9 %	36 GB	1min 57s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	398.77 mWh	462.56 mWh
