task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
2	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	36.11 mWh	5.92 mg	-	163.92 gCO₂e/kWh	44.6 %	6 GB	25s 1000ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	19.13 mWh	16.99 mWh
1	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa)	65.2 mWh	10.69 mg	-	163.92 gCO₂e/kWh	56.8 %	6 GB	41s 0ms	1	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	38.41 mWh	26.79 mWh
4	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808)	255.58 mWh	41.89 mg	-	163.92 gCO₂e/kWh	74.2 %	12 GB	1min 41s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	123.6 mWh	131.97 mWh
3	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807)	301.07 mWh	49.35 mg	-	163.92 gCO₂e/kWh	80.9 %	12 GB	1min 53s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	152.11 mWh	148.96 mWh
5	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809)	353.22 mWh	57.9 mg	-	163.92 gCO₂e/kWh	80.6 %	12 GB	2min 14s 0ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	178.13 mWh	175.09 mWh
6	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810)	321.34 mWh	52.67 mg	-	163.92 gCO₂e/kWh	96.3 %	12 GB	1min 50s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	176.3 mWh	145.04 mWh
7	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811)	338.42 mWh	55.47 mg	-	163.92 gCO₂e/kWh	99.2 %	12 GB	1min 54s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	188.15 mWh	150.27 mWh
8	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812)	366.34 mWh	60.05 mg	-	163.92 gCO₂e/kWh	99.9 %	12 GB	2min 3s 1000ms	2	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	204.31 mWh	162.03 mWh
9	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa)	641.88 mWh	105.22 mg	-	163.92 gCO₂e/kWh	85.4 %	60 GB	1min 20s 822ms	12	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	113.84 mWh	528.04 mWh
11	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808)	1.08 Wh	177.5 mg	-	163.92 gCO₂e/kWh	180.5 %	36 GB	2min 37s 0ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	467.39 mWh	615.44 mWh
13	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578807)	1.33 Wh	217.4 mg	-	163.92 gCO₂e/kWh	172.6 %	36 GB	3min 15s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	557.95 mWh	768.32 mWh
15	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578809)	1.62 Wh	265.14 mg	-	163.92 gCO₂e/kWh	151.5 %	36 GB	4min 11s 1000ms	6	5.94 W	Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz	629.67 mWh	987.84 mWh
