task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);7f3481f3f30af3328a3c6fa6c4ea7fa4;1;916094160;2;25691847;9
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);3572ea3ba0d9177d6846e39e156df242;1;3147288982;3;1098;9
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv);612cea7079078de46fbeffe024df7a1a;1;844;2;969;0
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1);73d53fcab5b2e0bb94fec5351d4ed714;1;1022045428;3;880658;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1);c0061f57eb7757ee99335bd47b430509;1;1022045428;5;892537196;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1);2a89bb04099403ef5639c5c8d10242d2;1;1079398766;3;873754;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1);b05014c9359fced8f7b1d82bcfde9c37;1;1079398766;5;942437960;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1);c727fcc32604dc61f0d893b3d0c99d95;1;1043360402;3;881202;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP3_T1);2193f9944575f7408b2876902a61bea7;1;1043360402;5;911055210;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1);323db449564c59a647fa1ff39c8ea218;1;1236619679;3;873344;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1);5f4f536066260c14aa9098a8f6b01619;1;1100483401;3;876213;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP1_T1);632ea56f8bf656cbdc97296a905d0d96;1;1236619679;5;1079631353;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP2_T1);1fc85495cbad66a1e6e15b1bd5b0a57d;1;1100483401;5;964597787;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1);2bfac34801f8d3498d914df530df5a6e;1;1082161679;3;877476;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP1_T1);d3f1a0d3a16a080899c7f10c3fe9ab6c;1;1279737264;3;877286;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP3_T1);2a0a250aeee6254ec3c9773dd77459f6;1;1082161679;5;945057098;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP2_T1);0ccb7a6b78d84aa7b6ab96ccbab501d0;1;1306760927;3;874141;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP1_T1);f63668a42d5a36ba1dacab43f40a80ce;1;1279737264;5;1117257359;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP3_T1);08f48edc782f1f63781960b044889aeb;1;1005676900;3;876450;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP2_T1);9e1df1a7816e7b2d0159cd6c04b29681;1;1306760927;5;1140673183;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP3_T1);c2b9dd62c03b3fe8db1277645cf747a3;1;1005676900;5;878406881;2
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);65a24aad225ba1b33a7f9087d9810170;2;17856;2;8667;9
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP2_T1);d78854aec524b3a44f526e2466185864;2;9506294928;2;1503454606;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP1_T1);a8f615bd25e3495fdeb6eac8e65e25bc;2;9456385236;2;1421681853;1
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP3_T1);5e97fc606627ab9996c55d024c920ec0;2;9474908926;2;1452506524;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP1_T1);fc25336e2ad0abfda863c1192dd76437;2;9643477702;2;1719635188;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP2_T1);c5987e3fddb5ab9acfb82b75fbab91ca;2;9528458847;2;1519616046;1
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP3_T1);12a19e1ebdf5c6de6b83ac9ca0340ec1;2;9508909717;2;1503889072;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP1_T1);4e9d723e16b3cbceb21ad0b5a18fa60f;2;9681113033;2;1778852803;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP2_T1);cc11a0e0eb6c64be2e19f4e59bbe956e;2;9704528042;2;1817158443;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP3_T1);fe4f94782415d34053a2c21b1691e7ca;2;9442251754;2;1399435633;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Control_REP1_T1);3a9dea7379223f7b67e51c90683754ad;1;1421681756;2;1099399080;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Control_REP2_T1);6143c9878814fd74cf932d845e8d0ed6;1;1503454509;2;1173172918;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Control_REP3_T1);fc73c70f2985e0ec9eb0b9cc218e41bd;1;1452506427;2;1139018153;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Daro_REP1_T1);0183755db66ef422fa50266d3c0a8df2;1;1719635091;2;1315620104;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Daro_REP2_T1);e7f97c55e4e5b374eb9b54c6b5d66bcd;1;1519615949;2;1166309550;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_Daro_REP3_T1);eead086851fec0d22b0300209a8f6bbe;1;1503888975;2;1160056199;5
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (H3K4me1_LAPC4_Control_REP1_T1);55c50ef43b1aa28b9ff24f915541ac7d;1;1099398988;2;2590189;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (H3K4me1_LAPC4_Control_REP2_T1);85f27784e8b3ef921bce1bab668d6e30;1;1173172826;2;2522869;3
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (H3K4me1_LAPC4_Control_REP3_T1);81aa1bc79e8bc8c12a6e9d3df2eac99f;1;1139018061;2;2552613;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (H3K4me1_LAPC4_Daro_REP1_T1);ed3e94b191b753d67927db0771dfaf9f;1;1315620012;2;2481205;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_R1881_REP3_T1);54ec80695595cc53003331c9450ef2e3;1;1399435536;2;1099080514;5
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (H3K4me1_LAPC4_R1881_REP1_T1);c3d76b55f663736745eb5a6ace4cfcd9;1;1778852706;2;1347196235;6
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (H3K4me1_LAPC4_Control_REP1_T1);a79e011bbd91094b9e1d0c4cb2a3b34f;2;1101989084;2;668;1
