start_ms,end_ms,duration_ms,start_time,end_time
1780970378000,1780970411000,33000,2026-06-09 01:59:38,2026-06-09 02:00:11
1780970421000,1780970463000,42000,2026-06-09 02:00:21,2026-06-09 02:01:03
1780970486000,1780970492000,6000,2026-06-09 02:01:26,2026-06-09 02:01:32
1780970559000,1780974978000,4419000,2026-06-09 02:02:39,2026-06-09 03:16:18
1780974980000,1780976146000,1166000,2026-06-09 03:16:20,2026-06-09 03:35:46
1780976149000,1780976290000,141000,2026-06-09 03:35:49,2026-06-09 03:38:10
1780976293000,1780978289000,1996000,2026-06-09 03:38:13,2026-06-09 04:11:29
1780978292000,1780979903000,1611000,2026-06-09 04:11:32,2026-06-09 04:38:23
1780979916000,1780979949000,33000,2026-06-09 04:38:36,2026-06-09 04:39:09
1780979976000,1780980033000,57000,2026-06-09 04:39:36,2026-06-09 04:40:33
1780980176000,1780980423000,247000,2026-06-09 04:42:56,2026-06-09 04:47:03
1780980441000,1780998403000,17962000,2026-06-09 04:47:21,2026-06-09 09:46:43
1780998409000,1780998517000,108000,2026-06-09 09:46:49,2026-06-09 09:48:37
1780998531000,1780998546000,15000,2026-06-09 09:48:51,2026-06-09 09:49:06
1780998552000,1780998658000,106000,2026-06-09 09:49:12,2026-06-09 09:50:58
