timestamp,energy_1,energy_2
1780970378639,33737327392,228495483154
1780970379639,33834110717,228586837219
1780970380640,33934384521,228677840026
1780970381640,34031260681,228770808288
1780970382641,34122777587,228860521728
1780970383641,34211483703,228950255371
1780970384642,34282589782,229009693786
1780970385642,34354910156,229062879638
1780970386643,34432166809,229120834106
1780970387643,34506389282,229185879821
1780970388644,34572295959,229247616333
1780970389644,34663251770,229334006408
1780970390645,34751226074,229422517578
1780970391645,34843442626,229513688842
1780970392646,34933287170,229601635131
1780970393646,35021515625,229688425659
1780970394647,35109279602,229774164733
1780970395647,35200127258,229857502685
1780970396648,35293957336,229944330505
1780970397648,35377875793,230034846496
1780970398649,35474153503,230127438293
1780970399649,35561597839,230210645385
1780970400650,35649032043,230298204772
1780970401650,35734935058,230375497009
1780970402650,35805532958,230425293884
1780970403651,35872661254,230474108032
1780970404652,35946882141,230532753662
1780970405652,36016449035,230582793151
1780970406653,36088676818,230643678039
1780970407653,36173665344,230732714050
1780970408654,36259936279,230822268676
1780970409654,36347805908,230911552856
1780970410655,36441908142,231005316223
1780970411655,36516612182,231089767639
1780970412656,36601360778,231179536315
1780970413656,36689679443,231272493347
1780970414657,36770614624,231364711120
1780970415657,36857072509,231452568908
1780970416658,36951659790,231540796081
1780970417658,37038584960,231627262512
1780970418658,37126731201,231703469604
1780970419659,37207673461,231765915832
1780970420659,37290772949,231822610595
1780970421660,37362156616,231885013000
1780970422660,37449459716,231949114501
1780970423660,37522835998,232014816955
1780970424661,37604149291,232104052612
1780970425662,37694004028,232190466125
1780970426662,37773403259,232278052185
1780970427663,37853126403,232364455749
1780970428663,37941006652,232455831115
1780970429664,38021666137,232545677490
1780970430664,38100776184,232634066955
1780970431664,38185451232,232725298767
1780970432665,38261691406,232813879943
1780970433665,38337041870,232904682800
1780970434666,38421413696,232994032104
1780970435667,38489562561,233056342651
1780970436667,38562074462,233104316101
1780970437668,38628813293,233150294372
1780970438669,38694304992,233199921142
1780970439670,38749249206,233239908874
1780970440670,38821793701,233307126281
1780970441671,38893559326,233392533752
1780970442671,38977801025,233474385314
1780970443672,39065573120,233563197265
1780970444672,39155119140,233652296813
1780970445672,39241400024,233740564025
1780970446673,39330337036,233831158142
1780970447673,39421443359,233923186828
1780970448673,39509805847,234013058715
1780970449674,39599807861,234104632629
1780970450674,39687208251,234190056152
1780970451675,39775494445,234279437316
1780970452675,39855280395,234340342407
1780970454653,39960578002,234426201721
1780970455653,40033287292,234482612121
1780970456654,40105974365,234537860290
1780970457654,40183843688,234608395935
1780970458655,40284268676,234700482055
1780970459656,40372650268,234786027648
1780970460656,40461833984,234874725036
1780970461657,40558699584,234966698059
1780970462657,40649280883,235056607482
1780970463657,40730405700,235146748107
1780970464658,40823827148,235239823425
1780970465658,40910466491,235329146728
1780970466658,40993068359,235421039916
1780970467659,41079521911,235511952087
1780970468659,41174454711,235607018249
1780970469660,41266083251,235680683349
1780970470660,41352014953,235736921447
1780970471661,41432890441,235785762939
1780970472661,41510392089,235837649475
1780970473661,41583507507,235886782470
1780970474662,41664421813,235955175598
1780970475662,41758098754,236046014831
1780970476663,41851563476,236137127990
1780970477663,41936797302,236227610229
1780970478664,42021627563,236305688964
1780970479759,42125289978,236405860839
1780970480760,42219007812,236498017395
1780970481760,42311588134,236590977905
1780970482761,42403981994,236681643005
1780970483761,42491822753,236774362854
1780970484761,42575221313,236861305847
1780970485762,42658121276,236947712951
1780970486762,42749142578,237022354919
1780970487763,42834245483,237073517089
1780970488763,42926270385,237127813293
1780970489764,43003391662,237178208618
1780970490764,43085044128,237238371643
1780970491765,43166044311,237309642028
1780970492765,43249126953,237399043090
1780970493766,43335985717,237489580139
1780970494766,43424768615,237580024658
1780970495767,43508674255,237670935791
1780970496767,43610088806,237766941833
1780970497768,43703125976,237859830505
1780970498768,43799103149,237952915161
1780970499769,43888168273,238045457397
1780970500769,43977658386,238137036682
1780970501770,44070609924,238229351562
1780970502770,44169323364,238322878173
1780970503771,44258554260,238389057800
1780970504771,44339474792,238442091979
1780970505771,44419272338,238492786743
1780970506773,44499646972,238545045288
1780970507773,44588793151,238600177551
1780970508774,44682776062,238680376037
1780970509775,44773660034,238769252685
1780970510775,44861149353,238859719726
1780970511776,44954807250,238952069824
1780970512776,45052834716,239044500305
1780970513777,45147956542,239135792724
1780970514777,45244502197,239228628784
1780970515778,45332147888,239319690490
1780970516778,45417307312,239407025329
1780970517778,45504363769,239496645019
1780970518779,45605290100,239590999816
1780970519779,45695682800,239682692260
1780970520780,45781346679,239754310668
1780970521781,45853272644,239827467834
1780970522781,45925117736,239892053649
1780970523781,46012020202,239958088317
1780970524782,46098557861,240027295349
1780970525783,46194807006,240117524658
1780970526783,46293355468,240209805969
1780970527783,46389250488,240303157531
1780970528784,46488212280,240397739013
1780970529784,46589678527,240493662170
1780970530785,46688220825,240586254821
1780970531785,46784465087,240679165283
1780970532785,46883219787,240773365356
1780970533786,46980551757,240866107055
1780970534786,47076840759,240960305297
1780970535787,47172743041,241050466491
