run,pkg_1,dram_1,total_1,idle_pkg_1,idle_dram_1,idle_total_1,active_pkg_1,active_dram_1,active_total_1,pkg_2,dram_2,total_2,idle_pkg_2,idle_dram_2,idle_total_2,active_pkg_2,active_dram_2,active_total_2
1,0.7639352292541667,0.7639352292541667,1.5278704585083334,0.06002977955277778,0.06002977955277778,0.12005955910555556,0.6660763560211111,0.6660763560211111,1.3321527120422223,1.4532911297683333,0.7509579467219444,2.2042490764902776,0.10737930744055556,0.052768798284722224,0.16014810572527777,1.2717273339830557,0.634604727165,1.9063320611480559
2,0.7527703090808333,0.7527703090808333,1.5055406181616666,0.0829376490563889,0.0829376490563889,0.1658752981127778,0.6865410814352777,0.6865410814352777,1.3730821628705554,1.4433208836238889,0.7248796458561111,2.16820052948,0.2555452732311111,0.10991724881555555,0.3654625220466666,1.2225573765419444,0.6218417758277778,1.8443991523697223
3,0.7314970410030555,0.7314970410030555,1.462994082006111,0.04706974220416666,0.04706974220416666,0.09413948440833332,0.6646922388608333,0.6646922388608333,1.3293844777216666,1.4111397534166668,0.7082890601988888,2.1194288136155555,0.07745588031861111,0.04104887421472222,0.11850475453333334,1.2959234484538888,0.6405973385838889,1.9365207870377779
