test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.78,12.17,40.40
CPUStress,32,10,67.58,12.27,39.80
CPUStress,32,20,78.68,12.20,40.30
CPUStress,32,30,86.78,12.12,40.60
CPUStress,32,40,97.40,12.43,42.10
CPUStress,32,50,102.92,12.20,44.30
CPUStress,32,60,109.24,12.19,45.50
CPUStress,32,70,115.91,12.22,47.90
CPUStress,32,80,119.38,12.18,49.30
CPUStress,32,90,123.35,12.15,49.90
CPUStress,32,100,125.57,12.15,51.70
ipsec,32,100,137.02,11.78,52.30
VMStress,32,100,115.72,34.84,50.20
maximize,32,100,125.60,18.12,51.90
