timestamp,energy
1781735518012,138010779748
1781735519015,138066724001
1781735520011,138130559775
1781735521011,138222615753
1781735522013,138316780978
1781735523014,138412114047
1781735524011,138506618505
1781735525011,138601941870
1781735526013,138697446447
1781735527011,138793033910
1781735528011,138888579808
1781735529011,138984679598
1781735530014,139080376680
1781735531010,139176001435
1781735532012,139271850677
1781735533011,139367465545
1781735534011,139463243559
1781735535014,139559358791
1781735536014,139654981288
1781735537011,139750906030
1781735538014,139846463647
1781735539011,139941373438
1781735540014,140037329796
1781735541012,140132668236
1781735542011,140228095360
1781735543014,140323827110
1781735544011,140419419456
1781735545014,140515318502
1781735546011,140610437765
1781735547013,140706379719
1781735548011,140801599080
1781735549014,140897176289
1781735550014,140992481770
1781735551011,141087339560
1781735552013,141182603232
1781735553011,141277341698
1781735554011,141372060144
1781735555011,141467330042
1781735556013,141562469813
1781735557011,141657898707
1781735558013,141753500330
1781735559012,141848716944
1781735560011,141944504541
1781735561009,142040243492
1781735562010,142135597008
1781735563014,142231550070
1781735564014,142327043600
1781735565011,142420526393
1781735566012,142515368924
1781735567011,142610899319
1781735568013,142706541896
1781735569014,142801705837
1781735570009,142896366911
1781735571011,142991801969
1781735572011,143086894377
1781735573014,143182376433
1781735574011,143277616850
1781735575010,143373061308
1781735576011,143468309050
1781735577012,143564007536
1781735578014,143659553739
1781735579011,143754865262
1781735580013,143850651455
1781735581011,143945797513
1781735582010,144040928678
1781735583138,144147878844
1781735584011,144231050689
1781735585011,144326751677
1781735586010,144421928679
1781735587011,144517617216
1781735588010,144612720488
1781735589009,144708430815
1781735590011,144804017972
1781735591012,144899998989
1781735592010,144995782130
1781735593013,145090472073
1781735594011,145183914705
1781735595014,145279460481
1781735596010,145374413240
1781735597012,145470176301
1781735598012,145565462373
1781735599014,145660885163
1781735600011,145756230867
1781735601014,145851945954
1781735602011,145947633270
1781735603011,146043668607
1781735604014,146139755947
1781735605011,146235362025
1781735606011,146331043116
1781735607011,146426840722
1781735608014,146522719932
1781735609011,146618215293
1781735610010,146713823325
1781735611010,146809466451
1781735612014,146905529987
1781735613011,147000842609
1781735614011,147095636556
1781735615011,147191278340
1781735616011,147286620748
1781735617010,147382634540
1781735618013,147478619157
1781735619009,147574443497
1781735620012,147670705519
1781735621013,147766492200
1781735622013,147862280407
1781735623014,147957791209
1781735624013,148053702402
1781735625011,148149622567
1781735626011,148244990425
1781735627013,148341180670
1781735628011,148436515021
1781735629011,148531727179
1781735630011,148627393804
1781735631011,148722812628
1781735632013,148818858524
1781735633013,148914462650
1781735634014,149010304018
1781735635011,149106043702
1781735636010,149201314882
1781735637014,149297151978
1781735638014,149392941527
1781735639011,149488434203
1781735640013,149584451718
1781735641012,149680254207
1781735642011,149775757686
1781735643012,149871383479
1781735644011,149966993585
1781735645011,150062835442
1781735646011,150158434013
1781735647011,150254172843
1781735648014,150350011038
1781735649011,150445227041
1781735650011,150541198475
1781735651011,150637100329
1781735652014,150733055650
1781735653011,150828716477
1781735654011,150924334274
1781735655011,151020528425
1781735656011,151115738997
1781735657011,151211874554
1781735658035,151309410193
1781735659013,151402720013
1781735660011,151498078777
1781735661011,151593764384
1781735662014,151689703042
1781735663011,151784977396
1781735664011,151881061317
1781735665011,151977418431
1781735666011,152072907384
1781735667011,152169143099
1781735668011,152264839265
1781735669011,152360556428
1781735670011,152456123139
1781735671011,152552005767
1781735672011,152647648161
1781735673013,152743244840
1781735674013,152838545866
1781735675012,152934470120
1781735676011,153029784695
1781735677011,153126036829
1781735678011,153221808190
1781735679013,153315375394
1781735680011,153410041961
1781735681010,153505868681
1781735682011,153601961270
1781735683011,153698080530
1781735684014,153794003197
1781735685011,153889598107
1781735686011,153984871239
1781735687010,154080568809
1781735688011,154176343771
1781735689011,154271620505
1781735690011,154367424703
1781735691011,154463467487
1781735692011,154559548235
1781735693014,154655437271
1781735694013,154751503859
1781735695010,154847102552
1781735696012,154943072644
1781735697011,155038276929
1781735698011,155132119584
1781735699011,155228168105
1781735700011,155324276929
1781735701010,155420022228
1781735702010,155515806651
1781735703013,155611540110
1781735704011,155706734812
1781735705011,155802667062
1781735706011,155898245980
1781735707011,155994513006
1781735708014,156090652591
1781735709014,156186304507
1781735710013,156282271303
1781735711011,156377718934
1781735712011,156473649475
1781735713011,156569780454
1781735714013,156665842403
1781735715011,156761821589
1781735716012,156857399347
1781735717010,156953399040
1781735718135,157060736473
1781735719011,157144161064
1781735720011,157240075552
1781735721012,157335875905
1781735722011,157431699451
1781735723010,157527712816
1781735724011,157623746872
1781735725014,157719742659
1781735726011,157815116988
1781735727013,157911439861
1781735728011,158007134746
1781735729012,158103227945
1781735730011,158199054543
1781735731014,158295145483
1781735732011,158390726476
1781735733011,158485868445
1781735734011,158581176001
1781735735010,158676985631
1781735736010,158772459447
1781735737011,158868638217
1781735738011,158964675813
1781735739011,159060625762
1781735740011,159156737394
1781735741014,159250942047
1781735742011,159346696075
1781735743011,159442925015
1781735744010,159539108180
1781735745011,159635673118
1781735746011,159731150901
1781735747011,159827386556
1781735748011,159923333759
1781735749011,160018628498
1781735750014,160114730058
1781735751011,160210272294
1781735752011,160306475173
1781735753010,160402562512
1781735754012,160498479076
1781735755011,160594832162
1781735756013,160690717964
1781735757011,160786582342
1781735758014,160882684696
1781735759011,160978532718
1781735760011,161073810733
1781735761010,161167470100
1781735762012,161263430792
1781735763011,161359210149
1781735764010,161454519780
1781735765010,161550466617
1781735766011,161646057803
1781735767011,161742141603
1781735768010,161838228698
1781735769011,161934282529
1781735770011,162030620906
1781735771013,162126944451
1781735772008,162222912345
1781735773011,162319104176
1781735774011,162415162402
1781735775013,162511106614
1781735776010,162606368699
1781735777013,162702906416
1781735778013,162798160567
1781735779011,162893380904
1781735780010,162989255598
1781735781011,163084961346
1781735782013,163181270060
1781735783014,163277136574
1781735784011,163372847389
1781735785011,163468918066
1781735786013,163563656776
1781735787011,163657610027
1781735788014,163752796612
1781735789014,163848136700
1781735790011,163943463787
1781735791011,164038937420
1781735792012,164134465373
1781735793014,164230287577
1781735794011,164325030620
1781735795011,164420666057
1781735796011,164515998393
1781735797012,164611660990
1781735798011,164707111063
1781735799011,164802541361
1781735800010,164898352090
1781735801009,164993983315
1781735802012,165089869849
1781735803011,165186111851
1781735804011,165281984347
1781735805011,165377586458
1781735806011,165473011446
1781735807011,165568744783
1781735808135,165675827516
1781735809014,165759315767
1781735810011,165854602510
1781735811011,165950226533
1781735812013,166046070770
1781735813011,166141183136
1781735814014,166236999969
1781735815011,166332710234
1781735816013,166428293058
1781735817011,166524202603
1781735818012,166619984401
1781735819011,166715467921
1781735820013,166811409326
1781735821014,166906888818
1781735822011,167002056238
1781735823035,167099579181
1781735824011,167192368861
1781735825010,167288307397
1781735826011,167383671228
1781735827011,167478608851
1781735828010,167572767484
1781735829014,167668718411
1781735830010,167764366237
1781735831011,167860088038
1781735832011,167955701074
1781735833010,168051669518
1781735834011,168147503012
1781735835011,168242992697
1781735836011,168338562277
1781735837012,168434172872
1781735838011,168529364462
1781735839011,168624540427
1781735840012,168720706074
1781735841012,168816688311
1781735842010,168912265886
1781735843011,169008118729
1781735844010,169104255995
1781735845011,169199922926
1781735846012,169295138685
1781735847011,169391394848
1781735848010,169486887401
1781735849010,169582784250
1781735850011,169678698617
1781735851010,169774156746
1781735852011,169870027350
1781735853012,169965021187
1781735854010,170060246468
1781735855012,170156290656
1781735856013,170251542914
1781735857011,170345833933
1781735858014,170439922315
1781735859010,170535458264
1781735860011,170632003366
1781735861011,170727987739
1781735862011,170823676703
1781735863013,170919743901
1781735864011,171015616276
1781735865014,171112428711
1781735866011,171207880188
1781735867013,171304314328
1781735868012,171399942074
1781735869011,171495405269
1781735870011,171591576105
1781735871011,171687263909
1781735872011,171783271781
1781735873013,171879603016
1781735874011,171975491016
1781735875009,172071467393
1781735876011,172167349716
1781735877011,172263253585
1781735878010,172359182111
1781735879011,172455119915
1781735880014,172551361734
1781735881011,172647237770
1781735882011,172743165930
1781735883011,172838903295
1781735884012,172934767124
1781735885011,173030686984
1781735886011,173126228792
1781735887014,173222518219
1781735888010,173318252226
1781735889011,173414776882
1781735890013,173511105798
1781735891010,173606759484
1781735892011,173703022177
1781735893011,173798937153
1781735894011,173894618549
1781735895011,173990683366
1781735896011,174086334855
1781735897010,174182679762
1781735898011,174278128920
1781735899010,174373404066
1781735900010,174469565807
1781735901011,174565622019
1781735902014,174661676705
1781735903011,174757801093
1781735904010,174853877751
1781735905011,174950255007
1781735906011,175045897706
1781735907011,175142004211
1781735908011,175237948484
1781735909011,175333651547
1781735910011,175429647639
1781735911011,175525804375
1781735912012,175621772086
1781735913011,175717762441
1781735914011,175813660877
1781735915014,175910213303
1781735916011,176005863449
1781735917011,176101925032
1781735918011,176197764386
1781735919011,176293794536
1781735920011,176389705179
1781735921011,176486181433
1781735922011,176582489903
1781735923011,176678681795
1781735924012,176775266814
1781735925011,176870866545
1781735926012,176966370085
1781735927011,177062822780
1781735928237,177180126373
1781735929013,177254502587
1781735930013,177350717245
1781735931011,177446344381
1781735932010,177542569049
1781735933011,177638425920
1781735934011,177733979203
1781735935010,177830180495
1781735936011,177925774916
1781735937010,178021980236
1781735938013,178118238107
1781735939011,178213879220
1781735940011,178310096808
1781735941011,178405865484
1781735942011,178502060794
1781735943011,178598058840
1781735944011,178693530519
1781735945011,178789750060
1781735946011,178885488829
1781735947011,178981684505
1781735948013,179077806269
1781735949014,179173645196
1781735950014,179269728995
1781735951011,179365744802
1781735952011,179461964038
1781735953009,179558006638
1781735954011,179654169905
1781735955011,179750324689
1781735956010,179845744671
1781735957011,179941856242
1781735958137,180049393625
1781735959011,180132867227
1781735960014,180229353492
1781735961014,180325258214
1781735962011,180421157749
1781735963011,180517249422
1781735964012,180613269928
1781735965011,180709371489
1781735966011,180804609587
1781735967011,180900959621
1781735968014,180997398522
1781735969011,181093118065
1781735970014,181189560750
1781735971011,181285074727
1781735972010,181381237811
1781735973011,181477060075
1781735974011,181572301653
1781735975011,181668450943
1781735976011,181763630570
1781735977013,181860133374
1781735978011,181956060436
1781735979010,182051801402
1781735980013,182148146553
1781735981011,182243753608
1781735982011,182339500800
1781735983010,182435583195
1781735984014,182532061586
1781735985013,182628008911
1781735986011,182723536621
1781735987011,182819530027
1781735988035,182917542655
1781735989010,183010556516
1781735990013,183106253780
1781735991013,183202258540
1781735992013,183298168939
1781735993011,183394144584
1781735994011,183490311330
1781735995011,183586278797
1781735996012,183681567554
1781735997011,183777695299
1781735998011,183873497666
1781735999011,183969346725
1781736000010,184065410505
1781736001011,184161512126
1781736002012,184258005043
1781736003035,184355861543
1781736004014,184449270057
1781736005011,184545151525
1781736006011,184640729100
1781736007013,184737024264
1781736008012,184832935700
1781736009014,184929232695
1781736010013,185025646572
1781736011010,185121463282
1781736012011,185217622887
1781736013011,185313546042
1781736014010,185409452047
1781736015011,185505816485
1781736016011,185601083575
1781736017011,185697242326
1781736018137,185804986862
1781736019014,185888639663
1781736020012,185984480238
1781736021010,186080090711
1781736022011,186175968883
1781736023012,186272007761
1781736024011,186368046028
1781736025011,186464055487
1781736026011,186559714239
1781736027011,186655783817
1781736028013,186751690066
1781736029013,186847315614
1781736030010,186942701784
1781736031014,187038695129
1781736032011,187134415343
1781736033011,187230060484
1781736034014,187325732297
1781736035010,187421599606
1781736036011,187517137081
1781736037014,187613518853
1781736038011,187709136467
1781736039011,187805314322
1781736040014,187901478992
1781736041011,187997285937
1781736042011,188093583603
1781736043010,188189597090
1781736044014,188284656478
1781736045010,188379718308
1781736046014,188475199570
1781736047011,188570968856
1781736048012,188666536299
1781736049012,188761739180
1781736050011,188857573286
1781736051011,188953341717
1781736052013,189049184917
1781736053014,189145041178
1781736054010,189240388590
1781736055011,189336648353
1781736056012,189432347083
1781736057011,189528243444
1781736058011,189624234897
1781736059010,189720303438
1781736060011,189816429168
1781736061010,189912453642
1781736062010,190008013517
1781736063011,190103697171
1781736064014,190199609401
1781736065011,190294529385
1781736066013,190389672269
1781736067011,190485707789
1781736068013,190581908105
1781736069012,190677326256
1781736070014,190773624655
1781736071010,190869216634
1781736072011,190965569659
1781736073013,191061712174
1781736074011,191157503433
1781736075011,191253704358
1781736076011,191349369946
1781736077014,191445627024
1781736078010,191540807139
1781736079011,191636280833
1781736080010,191732152108
