,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_low_w01_t01,1781713296000,1781713900680,3.999108,385.338447,145625088,hu-worker-c42,604680,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_low_w01_t02,1781713296000,1781713900681,3.999611,360.259573,145461248,hu-worker-c40,604681,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_low_w01_t03,1781713296000,1781713900681,3.996209,372.550887,145469440,hu-worker-c44,604681,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_low_w01_t04,1781713296000,1781713900682,4.000117,385.004771,145502208,hu-worker-c45,604682,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_low_w02_t01,1781713902000,1781714506719,4.00073,377.618076,145522688,hu-worker-c45,604719,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_low_w02_t02,1781713902000,1781714508093,3.99998,377.54633,145620992,hu-worker-c44,606093,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_low_w02_t03,1781713902000,1781714506720,4.00034,394.684114,145469440,hu-worker-c40,604720,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_low_w02_t04,1781713902000,1781714506721,4.000387,365.780361,145555456,hu-worker-c42,604721,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_low_w03_t01,1781714509000,1781715114010,3.999993,381.394043,145498112,hu-worker-c42,605010,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_low_w03_t02,1781714509000,1781715114011,4.000051,394.158607,145494016,hu-worker-c44,605011,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_low_w03_t03,1781714509000,1781715114011,3.999432,378.874944,145547264,hu-worker-c40,605011,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_low_w03_t04,1781714509000,1781715114012,3.999781,388.373702,145600512,hu-worker-c45,605012,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_low_w04_t02,1781715115000,1781715719993,4.000841,390.822721,145522688,hu-worker-c40,604993,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_low_w04_t03,1781715115000,1781715719994,4.000901,399.920199,145424384,hu-worker-c45,604994,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_low_w04_t01,1781715116000,1781715719992,3.995884,372.549369,145489920,hu-worker-c42,603992,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_low_w04_t04,1781715116000,1781715719995,4.000003,380.386375,145510400,hu-worker-c44,603995,Intel Xeon Silver 4314
