task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);9dc11b7c34553b376534853a5a5f49c0;1;3157608038;3;1248;27
NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);f1f0372609944385b7aed41eefa9f1a8;1;853;2;1012;0
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);f038527c9b30a3d1b44a51a8d601322d;1;142063633;2;8097915;6
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT;353f2f2d0f1fd46cbf833d47d8418937;1;8097849;2;2132999;12
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);7122c9dd788d83edeb09004781d83f38;2;455494428;5;1854427;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);085bd05b32c51f4982ae0c39784a636c;2;455494428;9;432412385;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);f435de6f7ef7c1b6c0fa6b0580693e39;2;801187459;9;763883486;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);8791777ba6d16d9c1b5a7f0779b4acb2;2;801187459;5;1876016;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);052da6ce2026143fc82c1879f2e19af0;2;3259653689;9;3085456115;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);dda72cdc89847d6740a2ebd387e92ba5;2;3259653689;5;1916032;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);a310011413ee38889f0507157d732e68;2;2696661891;9;2547019795;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);d7bf6d59e3bdeacf9b492908cd6c870b;2;2696661891;5;1916021;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1);0b088e9d8046b7474e586e6311597cb9;2;2402740257;5;1916988;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP1_T1);332c792e5319779d9b23388af32d2b04;2;2402740257;9;2240186398;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP2_T1);6f8745ab7f7f37535ed247f125ed7256;2;2286351475;9;2148023870;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1);6833e65991f820c077eaa327d2bc91ad;2;2286351475;5;1900225;1
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai);a2753316b9fec83e21d0c4c888cf3f71;1;783;2;196;6
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);35a687b717a2264841716a05eb9ec782;2;19162;2;9953;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP1_T1);6fa4348e57c2d43b3c898fe707652888;3;9005587410;2;682842929;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP2_T1);845448cb17e0032e68580f7de88cf48c;3;9337051865;2;1213189129;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP2_T1);c9ef45d2b05ffe4291dee893f39029ae;3;11120160817;2;3903710271;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP1_T1);4d8a1c27a8f21ee9bdd8cac836f0d74f;1;682842834;2;552026917;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP1_T1);f55b8883a0cdf7973f3f7cd3b8dc49ef;1;552026817;2;3260469;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP1_T1);69fe04d84e66a343df925e050c03bc7c;3;10813323362;2;3556277245;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP2_T1);abbe27a2e75eb3a43e1eff5001a8c592;1;1213189034;2;932641187;5
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP2_T1);9ddc1c61d8acbcbf4af358030bfa2ce5;1;932641087;2;2614725;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP1_T1);386bce48ed04c8529b312c104d15b858;3;11658597684;2;4734227565;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP2_T1);cdb5aa49f38954ad882d8ef6c4e91c23;3;10721156119;2;3408540412;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP1_T1);ad1e613569b436d04e42c79a8af54d00;1;3556277150;2;1833055187;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP1_T1);ca038d7f2f10849a798fbda3d3d45b2c;1;1833055087;2;3433085;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP2_T1);cad394688e6899e9df2e9667cbbf0648;1;3408540317;2;1746243299;5
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP2_T1);f61c705d16d8512908ded88230fc61a3;1;1746243199;2;3493621;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_OMNI_REP2_T1);0577b3a09a2528d0c3da46c87d52ff17;1;3903710176;2;2903657701;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_OMNI_REP2_T1);da028b134f447aaa8016f1d897a9b0df;1;2903657601;2;2654773;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_OMNI_REP1_T1);ea7e845aeec600369a5b1e17511f0d6d;1;4734227470;2;3485637179;5
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_OMNI_REP1_T1);1fdf12b0a67d1485fe2709aecb637c67;1;3485637079;2;2682797;3
NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP1);10a82073f5174d6b1f24151748e58801;1;552026817;2;552026890;0
NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_FAST_REP2);0d53a295f0f6a76a5a7088fa9a197fe8;1;932641087;2;932641160;0
NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (GM12878_STD_REP1);ee1d2cc590cd21bc7aa1116c1f8ab7f0;1;1833055087;2;1833055160;0
