load,ram,watts,val
0,0,11.2622,0.043993
10,25,13.9605,0.0545332
20,51,14.8003,0.0578137
30,76,14.3145,0.055916
40,102,14.7258,0.0575227
50,128,14.7693,0.0576926
60,153,14.7989,0.0578082
70,179,14.871,0.0580898
80,204,14.8417,0.0579754
90,230,14.043,0.0548555
100,256,14.5126,0.0566898
