load,ram,watts,val
0,0,10.4754,0.163678
10,6,11.8659,0.185405
20,12,11.556,0.180562
30,19,11.6346,0.181791
40,25,11.7668,0.183856
50,32,11.5769,0.180889
60,38,11.4292,0.178581
70,44,11.2816,0.176275
80,51,11.1697,0.174527
90,57,11.1813,0.174708
100,64,11.179,0.174672
