load,ram,watts,val
0,0,14.914,0.233031
10,6,16.195,0.253047
20,12,15.8141,0.247095
30,19,16.51,0.257969
40,25,16.5649,0.258827
50,32,16.3465,0.255414
60,38,16.1716,0.252681
70,44,16.3256,0.255088
80,51,15.9796,0.249681
90,57,16.0358,0.250559
100,64,15.7572,0.246206
