load,ram,watts,val
0,0,8.15889,0.0318707
10,25,13.9122,0.0543445
20,51,15.9738,0.0623977
30,76,15.1623,0.0592277
40,102,16.0022,0.0625086
50,128,15.9957,0.0624832
60,153,16.026,0.0626016
70,179,15.673,0.0612227
80,204,14.8233,0.0579035
90,230,15.5412,0.0607078
100,256,14.9593,0.0584348
