load,ram,watts,val
0,0,7.2802,0.0284383
10,25,9.21625,0.036001
20,51,9.05204,0.0353595
30,76,8.62669,0.033698
40,102,8.12222,0.0317274
50,128,7.38484,0.028847
60,153,9.04126,0.0353174
70,179,7.33388,0.028648
80,204,7.29152,0.0284825
90,230,7.26266,0.0283698
100,256,7.15701,0.0279571
