load,ram,watts,val
0,0,14.3196,0.223744
10,6,15.7802,0.246566
20,12,15.4091,0.240767
30,19,15.4393,0.241239
40,25,15.4244,0.241006
50,32,15.6794,0.244991
60,38,15.5063,0.242286
70,44,15.1864,0.237288
80,51,15.2192,0.2378
90,57,15.2487,0.238261
100,64,15.1385,0.236539
