load,ram,watts,val
0,0,6.66618,0.0260398
10,25,8.28878,0.032378
20,51,7.9901,0.0312113
30,76,7.45672,0.0291278
40,102,6.97523,0.027247
50,128,7.91859,0.030932
60,153,6.18668,0.0241667
70,179,6.17795,0.0241326
80,204,6.1743,0.0241184
90,230,6.24204,0.024383
100,256,6.22464,0.024315
