load,ram,watts,val
0,0,12.0146,0.187728
10,6,13.5006,0.210947
20,12,13.2479,0.206998
30,19,12.6937,0.198339
40,25,12.6813,0.198145
50,32,12.8995,0.201555
60,38,13.375,0.208984
70,44,12.6871,0.198236
80,51,12.8037,0.200058
90,57,12.8711,0.201111
100,64,12.9276,0.201994
