load,ram,watts,val
0,0,9.78002,0.152813
10,6,10.9538,0.171153
20,12,10.6205,0.165945
30,19,10.8736,0.1699
40,25,11.036,0.172437
50,32,10.7676,0.168244
60,38,10.7207,0.167511
70,44,10.4747,0.163667
80,51,11.1495,0.174211
90,57,10.3197,0.161245
100,64,10.2597,0.160308
