load,ram,watts,val
0,0,14.6786,0.229353
10,6,16.0987,0.251542
20,12,16.0914,0.251428
30,19,15.6209,0.244077
40,25,16.1691,0.252642
50,32,16.0244,0.250381
60,38,15.8723,0.248005
70,44,15.8617,0.247839
80,51,15.6891,0.245142
90,57,15.6136,0.243962
100,64,15.5899,0.243592
