load,ram,watts,val
0,0,14.46,0.225938
10,6,15.6466,0.244478
20,12,15.4393,0.241239
30,19,15.4093,0.24077
40,25,15.7305,0.245789
50,32,15.549,0.242953
60,38,15.5843,0.243505
70,44,16.5782,0.259034
80,51,15.5242,0.242566
90,57,15.3387,0.239667
100,64,15.5211,0.242517
