load,ram,watts,val
0,0,14.2811,0.223142
10,6,15.8466,0.247603
20,12,15.7718,0.246434
30,19,15.3096,0.239212
40,25,15.6449,0.244452
50,32,15.9798,0.249684
60,38,15.8226,0.247228
70,44,15.7179,0.245592
80,51,15.1508,0.236731
90,57,15.1301,0.236408
100,64,15.3533,0.239895
