load,ram,watts,val
0,0,10.3563,0.161817
10,6,11.9811,0.187205
20,12,11.4066,0.178228
30,19,11.5213,0.18002
40,25,11.553,0.180516
50,32,11.6719,0.182373
60,38,12.0503,0.188286
70,44,11.6965,0.182758
80,51,11.6075,0.181367
90,57,12.1584,0.189975
100,64,11.501,0.179703
