load,ram,watts,val
0,0,6.36622,0.024868
10,25,13.9372,0.0544422
20,51,14.9483,0.0583918
30,76,14.349,0.0560508
40,102,14.7475,0.0576074
50,128,14.6562,0.0572508
60,153,14.7641,0.0576723
70,179,14.7781,0.057727
80,204,14.7671,0.057684
90,230,14.5518,0.056843
100,256,13.984,0.054625
