load,ram,watts,val
0,0,12.0725,0.188633
10,6,13.6,0.2125
20,12,12.788,0.199813
30,19,12.9988,0.203106
40,25,13.3257,0.208214
50,32,13.4489,0.210139
60,38,12.8554,0.200866
70,44,13.0846,0.204447
80,51,12.8275,0.20043
90,57,13.1906,0.206103
100,64,12.824,0.200375
