load,ram,watts,val
0,0,10.4572,0.163394
10,6,11.9169,0.186202
20,12,11.8243,0.184755
30,19,11.7647,0.183823
40,25,11.6602,0.182191
50,32,12.1134,0.189272
60,38,11.6753,0.182427
70,44,11.6815,0.182523
80,51,11.3623,0.177536
90,57,11.7345,0.183352
100,64,11.261,0.175953
