load,ram,watts,val
0,0,6.60901,0.0258164
10,25,14.0337,0.0548191
20,51,14.6849,0.0573629
30,76,14.5323,0.0567668
40,102,14.7538,0.057632
50,128,14.8474,0.0579977
60,153,14.8738,0.0581008
70,179,14.8696,0.0580844
80,204,14.7256,0.0575219
90,230,14.5728,0.056925
100,256,13.6867,0.0534637
