load,ram,watts,val
0,0,9.47967,0.14812
10,6,11.2549,0.175858
20,12,10.9059,0.170405
30,19,10.7991,0.168736
40,25,10.7238,0.167559
50,32,11.0035,0.17193
60,38,10.8293,0.169208
70,44,10.5909,0.165483
80,51,10.5727,0.165198
90,57,10.8477,0.169495
100,64,10.5838,0.165372
