load,ram,watts,val
0,0,11.7782,0.184034
10,6,13.3056,0.2079
20,12,12.964,0.202563
30,19,12.9077,0.201683
40,25,13.1178,0.204966
50,32,13.3353,0.208364
60,38,12.9409,0.202202
70,44,12.9374,0.202147
80,51,12.6957,0.19837
90,57,12.5667,0.196355
100,64,12.5016,0.195337
